study_id,year,ym,male,female,unknown,total
phs001694.v1.p1,2018,2018.75,6,2,0,8
phs001695.v1.p1,2018,2018.75,0,10,0,10
phs001696.v1.p1,2018,2018.75,12,8,0,20
phs001698.v1.p1,2020,2020,129,0,0,129
phs001699.v1.p1,2018,2018.75,0,0,155,155
phs001700.v1.p1,2020,2020.83333333333,39,85,0,124
phs001701.v1.p1,2019,2019.58333333333,425,884,0,1309
phs001702.v1.p1,2018,2018.75,13,147,0,160
phs001703.v3.p1,2019,2019.83333333333,1147,662,0,1809
phs001704.v1.p1,2018,2018.75,42,10,14,66
phs001705.v1.p1,2019,2019.5,314,251,3,568
phs001706.v1.p1,2018,2018.75,17,15,0,32
phs001707.v2.p1,2020,2020,0,0,85,85
phs001709.v1.p1,2019,2019.66666666667,1,477,0,478
phs001710.v1.p1,2021,2021.41666666667,235,181,0,416
phs001711.v1.p1,2021,2021.08333333333,22,10,0,32
phs001712.v1.p1,2019,2019,0,0,152,152
phs001713.v1.p1,2019,2019.91666666667,1219,2339,0,3558
phs001714.v1.p1,2020,2020.5,0,0,311,311
phs001717.v1.p1,2019,2019.16666666667,152,150,0,302
phs001718.v1.p1,2019,2019.66666666667,1240,855,0,2095
phs001720.v1.p1,2018,2018.91666666667,10,0,0,10
phs001721.v1.p1,2020,2020.08333333333,2234,2574,0,4808
phs001722.v1.p1,2020,2020.16666666667,0,0,219,219
phs001723.v1.p1,2020,2020.08333333333,2384,2409,0,4793
phs001724.v1.p1,2018,2018.75,2,1,0,3
phs001725.v2.p1,2021,2021.58333333333,468,172,0,640
phs001727.v2.p1,2021,2021.58333333333,22,40,0,62
phs001728.v2.p1,2021,2021.58333333333,34,16,0,50
phs001729.v2.p1,2021,2021.58333333333,11,8,0,19
phs001730.v2.p1,2021,2021.58333333333,24,17,0,41
phs001732.v2.p1,2021,2021.58333333333,43,46,0,89
phs001735.v2.p1,2021,2021.66666666667,2457,2131,1,4589
phs001737.v2.p1,2019,2019.66666666667,42,21,24,87
phs001738.v1.p1,2020,2020.41666666667,0,0,373,373
phs001739.v1.p1,2019,2019.08333333333,0,1505,0,1505
phs001740.v1.p1,2019,2019.58333333333,355,225,0,580
phs001741.v1.p1,2020,2020,573,332,0,905
phs001742.v2.p1,2019,2019.25,0,113,0,113
phs001743.v1.p1,2019,2019.16666666667,69,9,3,81
phs001745.v1.p1,2019,2019.08333333333,597,506,0,1103
phs001746.v1.p1,2018,2018.83333333333,15,15,0,30
phs001747.v1.p1,2019,2019.16666666667,85,257,0,342
phs001748.v1.p1,2021,2021.08333333333,18,32,4,54
phs001749.v2.p1,2021,2021.33333333333,911,1204,0,2115
phs001750.v1.p1,2018,2018.91666666667,53,30,0,83
phs001752.v1.p1,2019,2019.16666666667,155,0,0,155
phs001753.v1.p1,2019,2019.33333333333,91,132,2,225
phs001754.v4.p2,2021,2021.08333333333,3664,6253,0,9917
phs001757.v1.p1,2019,2019.16666666667,155,190,0,345
phs001758.v1.p1,2018,2018.91666666667,2,8,0,10
phs001759.v1.p1,2019,2019.16666666667,20,106,0,126
phs001765.v1.p1,2019,2019,26,13,2,41
phs001768.v1.p1,2019,2019.25,0,53,0,53
phs001770.v1.p1,2019,2019.08333333333,0,0,356,356
phs001771.v1.p1,2021,2021.08333333333,163,280,0,443
phs001772.v2.p1,2021,2021.5,134,132,0,266
phs001774.v1.p1,2020,2020.08333333333,22,28,0,50
phs001776.v1.p1,2019,2019.41666666667,102,80,0,182
phs001777.v1.p1,2019,2019.16666666667,11,0,0,11
phs001778.v1.p1,2020,2020.5,5,6,0,11
phs001779.v1.p1,2020,2020.41666666667,35,125,18,178
phs001780.v1.p1,2019,2019.08333333333,379,316,2,697
phs001781.v1.p1,2019,2019.16666666667,72,36,0,108
phs001782.v2.p1,2021,2021.5,536,681,0,1217
phs001783.v2.p1,2021,2021.58333333333,758,940,0,1698
phs001784.v1.p1,2019,2019.41666666667,30,11,0,41
phs001785.v1.p1,2021,2021.58333333333,0,0,274,274
phs001786.v1.p1,2019,2019.58333333333,63,74,0,137
phs001787.v1.p1,2020,2020.41666666667,96,110,191,397
phs001788.v1.p1,2019,2019.16666666667,3903,858,16,4777
phs001791.v1.p1,2019,2019.16666666667,2400,0,72,2472
phs001792.v1.p1,2019,2019.25,92,372,0,464
phs001793.v1.p1,2020,2020.58333333333,22,12,0,34
phs001794.v1.p1,2019,2019.16666666667,6,6,0,12
phs001795.v1.p1,2019,2019.41666666667,27,35,33,95
phs001796.v1.p1,2019,2019.16666666667,36,56,32,124
phs001797.v1.p1,2019,2019.16666666667,31,15,0,46
phs001798.v2.p2,2021,2021.5,0,0,2294,2294
phs001799.v1.p1,2019,2019.5,0,0,238,238
phs001800.v2.p1,2020,2020.91666666667,26,4,0,30
phs001802.v1.p1,2019,2019.25,3,2,0,5
phs001803.v1.p1,2019,2019.25,223,696,0,919
phs001804.v1.p1,2019,2019.25,2280,721,146,3147
phs001805.v1.p1,2019,2019.25,6,4,0,10
phs001806.v1.p1,2021,2021.58333333333,0,0,1059,1059
phs001807.v1.p1,2019,2019.41666666667,54,33,3,90
phs001808.v1.p1,2019,2019.25,23,53,0,76
phs001811.v1.p1,2019,2019.33333333333,33,69,0,102
phs001812.v1.p1,2021,2021.08333333333,180,146,18,344
phs001813.v2.p1,2021,2021.66666666667,1254,0,0,1254
phs001814.v1.p1,2019,2019.41666666667,149,130,0,279
phs001816.v1.p1,2020,2020.5,0,0,11,11
phs001817.v1.p1,2019,2019.41666666667,85,177,0,262
phs001818.v3.p1,2021,2021.16666666667,27,24,0,51
phs001819.v2.p1,2020,2020.91666666667,6,8,25,39
phs001820.v1.p1,2020,2020.33333333333,315,182,2,499
phs001823.v1.p1,2019,2019.58333333333,443,324,46,813
phs001824.v1.p1,2019,2019.41666666667,19,0,0,19
phs001825.v1.p1,2019,2019.33333333333,164,0,0,164
phs001826.v1.p1,2019,2019.5,2995,3119,22,6136
phs001828.v1.p1,2019,2019.58333333333,799,593,0,1392
phs001829.v1.p1,2020,2020.25,29,19,0,48
phs001830.v1.p1,2019,2019.33333333333,12,0,0,12
phs001831.v1.p1,2020,2020.58333333333,147,140,0,287
phs001833.v1.p1,2019,2019.41666666667,134,165,0,299
phs001834.v1.p1,2020,2020,12,18,0,30
phs001835.v1.p1,2019,2019.41666666667,0,0,3,3
phs001836.v1.p1,2019,2019.41666666667,16,60,0,76
phs001839.v1.p1,2019,2019.58333333333,4,8,0,12
phs001840.v1.p1,2019,2019.41666666667,6,3,0,9
phs001841.v1.p1,2020,2020.41666666667,327,225,799,1351
phs001842.v1.p1,2019,2019.91666666667,0,44,0,44
phs001845.v1.p1,2019,2019.58333333333,342,237,0,579
phs001846.v1.p1,2020,2020.83333333333,0,0,1805,1805
phs001847.v1.p1,2019,2019.58333333333,4,0,0,4
phs001848.v1.p1,2019,2019.41666666667,1,2,0,3
phs001850.v1.p1,2019,2019.5,34,276,34,344
phs001851.v1.p1,2019,2019.41666666667,0,0,556,556
phs001852.v1.p1,2019,2019.5,212,187,18,417
phs001853.v1.p1,2020,2020.08333333333,33,11,0,44
phs001854.v1.p1,2019,2019.75,544,690,0,1234
phs001855.v1.p1,2019,2019.5,277,323,283,883
phs001856.v1.p1,2020,2020.58333333333,4948,4976,0,9924
phs001857.v1.p1,2020,2020.91666666667,0,677,1351,2028
phs001858.v1.p1,2019,2019.75,15912,18254,138,34304
phs001861.v1.p1,2019,2019.91666666667,0,0,24,24
phs001862.v1.p1,2019,2019.91666666667,278,380,0,658
phs001864.v1.p1,2019,2019.5,13,9,0,22
phs001865.v1.p1,2019,2019.83333333333,0,552,0,552
phs001866.v1.p1,2019,2019.91666666667,0,166,0,166
phs001867.v1.p1,2019,2019.58333333333,12,13,4,29
phs001870.v1.p1,2020,2020.16666666667,0,340,0,340
phs001871.v1.p1,2019,2019.58333333333,137,211,0,348
phs001872.v1.p1,2019,2019.5,290,309,4,603
phs001875.v1.p1,2019,2019.91666666667,8,9,2,19
phs001877.v1.p1,2019,2019.66666666667,65,17,0,82
phs001879.v1.p1,2019,2019.66666666667,292,255,0,547
phs001880.v1.p1,2019,2019.75,194,235,0,429
phs001881.v1.p1,2020,2020.75,2839,1545,0,4384
phs001883.v1.p1,2019,2019.91666666667,0,45,0,45
phs001884.v1.p1,2019,2019.83333333333,81,273,0,354
phs001885.v1.p1,2019,2019.66666666667,0,4486,0,4486
phs001886.v2.p1,2020,2020.5,0,31,0,31
phs001887.v1.p1,2019,2019.66666666667,50,0,0,50
phs001889.v1.p1,2019,2019.91666666667,20,14,4,38
phs001892.v1.p1,2020,2020.16666666667,0,2,11,13
phs001894.v1.p1,2020,2020.25,419,305,0,724
phs001895.v2.p1,2020,2020,378,200,0,578
phs001897.v1.p1,2019,2019.91666666667,64,56,4,124
phs001900.v1.p1,2020,2020.16666666667,670,520,0,1190
phs001903.v1.p1,2020,2020.66666666667,18421,19016,0,37437
phs001906.v1.p1,2019,2019.91666666667,26,37,21,84
phs001907.v1.p1,2019,2019.75,0,58,0,58
phs001908.v2.p1,2021,2021.25,16,34,0,50
phs001910.v1.p1,2019,2019.75,27,35,0,62
phs001911.v1.p1,2019,2019.75,6,11,38,55
phs001912.v1.p1,2020,2020.75,382,45,0,427
phs001913.v1.p1,2019,2019.91666666667,79,198,0,277
phs001914.v1.p1,2020,2020.08333333333,76,34,2,112
phs001916.v2.p1,2020,2020.25,0,100,0,100
phs001917.v1.p1,2019,2019.75,454,370,0,824
phs001918.v2.p1,2021,2021.75,5175,3924,0,9099
phs001919.v1.p1,2020,2020.16666666667,44,16,0,60
phs001921.v1.p1,2019,2019.75,525,0,0,525
phs001922.v1.p1,2019,2019.83333333333,0,339,0,339
phs001924.v1.p1,2019,2019.75,0,8,0,8
phs001925.v1.p1,2020,2020.75,16,22,0,38
phs001929.v1.p1,2020,2020.16666666667,325,275,0,600
phs001930.v1.p1,2019,2019.91666666667,0,0,114,114
phs001931.v1.p1,2020,2020.08333333333,20,64,0,84
phs001932.v1.p1,2019,2019.91666666667,1362,1243,0,2605
phs001933.v1.p1,2021,2021.58333333333,89,24,0,113
phs001934.v1.p1,2020,2020,179,192,51,422
phs001935.v1.p1,2020,2020.08333333333,6,6,6,18
phs001936.v1.p1,2020,2020,4,15,0,19
phs001937.v1.p1,2019,2019.91666666667,0,189,0,189
phs001938.v2.p1,2020,2020.5,377,0,0,377
phs001939.v2.p1,2021,2021.58333333333,126,0,0,126
phs001940.v2.p1,2020,2020,38,34,0,72
phs001941.v1.p1,2020,2020,7,0,0,7
phs001942.v1.p1,2020,2020.75,16,3,0,19
phs001943.v1.p1,2019,2019.91666666667,14,20,0,34
phs001945.v1.p1,2021,2021.33333333333,120,11534,34,11688
phs001947.v1.p1,2020,2020.25,15,8,0,23
phs001949.v1.p1,2019,2019.91666666667,13495,15325,0,28820
phs001951.v1.p1,2020,2020.66666666667,88,40,0,128
phs001953.v1.p1,2020,2020,0,0,89,89
phs001954.v1.p1,2020,2020,144,212,0,356
phs001955.v1.p1,2020,2020.5,6342,6346,703,13391
phs001956.v1.p1,2020,2020,43,36,0,79
phs001957.v1.p1,2020,2020.08333333333,0,0,32,32
phs001959.v1.p1,2020,2020.16666666667,3,4,5,12
phs001960.v1.p1,2020,2020,0,143,0,143
phs001961.v1.p1,2021,2021.41666666667,7,4,0,11
phs001962.v1.p1,2021,2021,0,0,20,20
phs001963.v1.p1,2020,2020.83333333333,3885,2953,69,6907
phs001969.v1.p1,2020,2020.16666666667,27,10,0,37
phs001970.v1.p1,2020,2020.16666666667,0,0,134,134
phs001972.v1.p1,2020,2020.41666666667,1273,1411,101,2785
phs001975.v1.p1,2020,2020.08333333333,0,0,5,5
phs001976.v2.p1,2020,2020.16666666667,44,16,0,60
phs001979.v1.p1,2020,2020.16666666667,224,131,0,355
phs001980.v1.p1,2020,2020.91666666667,4,1,0,5
phs001981.v1.p1,2020,2020.91666666667,32,16,0,48
phs001982.v1.p1,2020,2020.16666666667,26,36,0,62
phs001987.v1.p1,2020,2020.16666666667,0,0,79,79
phs001988.v1.p1,2021,2021.16666666667,157,0,0,157
phs001990.v1.p1,2020,2020.16666666667,344,760,48,1152
phs001993.v1.p1,2020,2020.66666666667,43,31,0,74
phs001994.v1.p1,2020,2020.25,89,31,0,120
phs001995.v1.p1,2020,2020.5,298,380,0,678
phs001997.v1.p1,2020,2020.33333333333,113,111,567,791
phs002000.v1.p1,2020,2020.41666666667,72,68,2,142
phs002001.v1.p1,2021,2021.66666666667,69,64,0,133
phs002002.v1.p1,2020,2020.25,2234,513,0,2747
phs002003.v1.p1,2020,2020.25,111,110,0,221
phs002006.v2.p1,2020,2020.66666666667,15,13,1,29
phs002007.v1.p1,2020,2020.5,0,0,85,85
phs002008.v1.p1,2020,2020.41666666667,74,24,20,118
phs002015.v1.p1,2020,2020.66666666667,0,0,4203,4203
phs002017.v1.p1,2020,2020.25,0,289,0,289
phs002019.v1.p1,2020,2020.83333333333,0,0,22,22
phs002020.v1.p1,2020,2020.33333333333,438,352,486,1276
phs002021.v1.p1,2020,2020.25,0,2,0,2
phs002022.v1.p1,2020,2020.5,16,30,0,46
phs002023.v1.p1,2020,2020.33333333333,6,24,0,30
phs002024.v1.p1,2020,2020.33333333333,271,228,0,499
phs002025.v1.p1,2020,2020.5,2283,1719,0,4002
phs002030.v1.p1,2020,2020.41666666667,407,231,0,638
phs002034.v1.p1,2020,2020.33333333333,86,59,12,157
phs002035.v1.p1,2020,2020.5,25,34,0,59
phs002036.v1.p1,2020,2020.41666666667,1,0,0,1
phs002037.v1.p1,2020,2020.41666666667,252,224,2,478
phs002039.v1.p1,2020,2020.41666666667,6192,29463,0,35655
phs002040.v1.p1,2020,2020.41666666667,2,1,0,3
phs002045.v1.p1,2020,2020.41666666667,48,22,0,70
phs002046.v1.p1,2020,2020.83333333333,1401,4157,27,5585
phs002049.v1.p1,2020,2020.41666666667,84,64,0,148
phs002050.v1.p1,2020,2020.83333333333,2226,2830,0,5056
phs002051.v1.p1,2020,2020.5,0,0,99,99
phs002052.v1.p1,2020,2020.58333333333,20,21,0,41
phs002053.v1.p1,2020,2020.58333333333,0,0,39,39
phs002055.v1.p1,2020,2020.5,179,100,0,279
phs002056.v1.p1,2021,2021.58333333333,6498,79,0,6577
phs002059.v1.p1,2020,2020.91666666667,973,935,227,2135
phs002060.v1.p1,2020,2020.83333333333,0,624,0,624
phs002061.v1.p1,2021,2021.16666666667,0,0,364,364
phs002062.v1.p1,2020,2020.83333333333,0,1089,0,1089
phs002063.v1.p1,2020,2020.5,21,13,0,34
phs002065.v1.p1,2020,2020.91666666667,0,0,18,18
phs002066.v1.p1,2020,2020.5,160,0,13,173
phs002067.v1.p1,2020,2020.75,38,27,1,66
phs002068.v1.p1,2021,2021,1536,1221,0,2757
phs002069.v1.p1,2020,2020.58333333333,154,184,0,338
phs002071.v1.p1,2020,2020.91666666667,24,16,1,41
phs002073.v1.p1,2021,2021,101,139,0,240
phs002075.v1.p1,2020,2020.58333333333,0,13,0,13
phs002083.v1.p1,2021,2021,50,0,0,50
phs002088.v2.p1,2021,2021.41666666667,22,18,0,40
phs002089.v1.p1,2021,2021,6,0,0,6
phs002105.v1.p1,2020,2020.91666666667,69,150,0,219
phs002130.v1.p1,2020,2020.83333333333,0,0,278,278
phs002146.v1.p1,2021,2021.16666666667,16,6,0,22
phs002161.v1.p1,2020,2020.83333333333,0,0,410,410
phs002162.v1.p1,2020,2020.83333333333,0,0,147,147
phs002172.v1.p1,2020,2020.83333333333,0,0,403,403
phs002176.v2.p1,2021,2021.33333333333,43,58,0,101
phs002185.v1.p1,2021,2021.58333333333,3759,2225,0,5984
phs002187.v1.p1,2021,2021.66666666667,0,0,798,798
phs002188.v1.p1,2021,2021.16666666667,10,10,0,20
phs002197.v1.p1,2020,2020.83333333333,9,7,0,16
phs002202.v1.p1,2020,2020.83333333333,0,0,10,10
phs002204.v1.p1,2021,2021.08333333333,11,10,0,21
phs002208.v1.p1,2021,2021.41666666667,104,77,0,181
phs002210.v1.p1,2020,2020.66666666667,0,7,0,7
phs002211.v1.p1,2020,2020.66666666667,0,30,0,30
phs002212.v1.p1,2021,2021.08333333333,16,2,0,18
phs002217.v1.p1,2020,2020.66666666667,3,0,0,3
phs002222.v1.p1,2020,2020.66666666667,12,32,0,44
phs002224.v1.p1,2021,2021.33333333333,31,85,0,116
phs002225.v1.p1,2020,2020.66666666667,0,10,0,10
phs002226.v1.p1,2021,2021.16666666667,3747,0,0,3747
phs002228.v1.p1,2021,2021.25,66,47,0,113
phs002229.v1.p1,2021,2021.5,30,0,0,30
phs002230.v1.p1,2021,2021.08333333333,241,555,556,1352
phs002234.v1.p1,2020,2020.66666666667,3,1,0,4
phs002235.v1.p1,2021,2021.16666666667,4439,3896,0,8335
phs002237.v1.p1,2020,2020.83333333333,0,0,5,5
phs002238.v1.p1,2021,2021.75,419,264,0,683
phs002240.v1.p1,2021,2021,90,162,0,252
phs002244.v1.p1,2020,2020.75,46,20,0,66
phs002245.v1.p1,2020,2020.75,342,251,1,594
phs002252.v1.p1,2021,2021,38,15,0,53
phs002254.v1.p1,2020,2020.66666666667,70,64,0,134
phs002255.v1.p1,2020,2020.83333333333,209,180,2,391
phs002258.v1.p1,2020,2020.75,0,0,732,732
phs002259.v1.p1,2021,2021.33333333333,41,185,0,226
phs002262.v1.p1,2020,2020.75,0,3,0,3
phs002269.v1.p1,2020,2020.75,25,12,0,37
phs002270.v1.p1,2020,2020.75,0,0,82,82
phs002273.v1.p1,2021,2021.08333333333,0,0,89,89
phs002276.v1.p1,2021,2021.75,46,12,2878,2936
phs002279.v1.p1,2020,2020.83333333333,540,0,0,540
phs002280.v1.p1,2021,2021.33333333333,0,0,55,55
phs002283.v1.p1,2020,2020.83333333333,856,467,0,1323
phs002286.v1.p1,2020,2020.83333333333,3,14,0,17
phs002287.v1.p1,2020,2020.91666666667,0,0,72,72
phs002289.v1.p1,2021,2021,34177,16812,0,50989
phs002290.v1.p1,2020,2020.91666666667,95,36,0,131
phs002291.v1.p1,2021,2021,8,2,0,10
phs002292.v1.p1,2021,2021.25,1811,2344,0,4155
phs002294.v1.p1,2021,2021.16666666667,0,72,0,72
phs002295.v1.p1,2020,2020.83333333333,234,0,0,234
phs002298.v1.p1,2020,2020.91666666667,359,36,0,395
phs002299.v1.p1,2020,2020.91666666667,0,0,479,479
phs002301.v1.p1,2020,2020.91666666667,129,69,0,198
phs002304.v1.p1,2021,2021.25,377,244,0,621
phs002308.v1.p1,2021,2021,0,0,88,88
phs002309.v1.p1,2021,2021,6,18,0,24
phs002310.v1.p1,2021,2021.33333333333,1328,559,34,1921
phs002311.v1.p1,2021,2021.16666666667,100,194,2,296
phs002313.v1.p1,2021,2021,0,21,0,21
phs002315.v1.p1,2021,2021.58333333333,0,0,2,2
phs002316.v1.p1,2021,2021.25,0,0,34,34
phs002317.v1.p1,2021,2021.33333333333,232,183,0,415
phs002319.v1.p1,2021,2021.08333333333,716,813,0,1529
phs002323.v1.p1,2021,2021.33333333333,191,176,0,367
phs002327.v1.p1,2021,2021.08333333333,11,13,0,24
phs002328.v1.p1,2021,2021.16666666667,178,90,0,268
phs002330.v1.p1,2021,2021.66666666667,0,0,2297,2297
phs002333.v1.p1,2021,2021.08333333333,8,4,0,12
phs002334.v1.p1,2021,2021.08333333333,31,47,0,78
phs002335.v1.p1,2021,2021.08333333333,7,7,0,14
phs002340.v1.p1,2021,2021.33333333333,0,22,0,22
phs002341.v1.p1,2021,2021.16666666667,72,72,0,144
phs002342.v1.p1,2021,2021.08333333333,5,0,0,5
phs002344.v1.p1,2021,2021.25,0,0,17,17
phs002346.v1.p1,2021,2021.66666666667,325,53,0,378
phs002348.v1.p1,2021,2021.16666666667,0,0,1059,1059
phs002361.v1.p1,2021,2021.16666666667,1,1,0,2
phs002362.v1.p1,2021,2021.16666666667,0,0,5946,5946
phs002364.v1.p1,2021,2021.16666666667,2,1,0,3
phs002365.v1.p1,2021,2021.16666666667,18,0,0,18
phs002366.v1.p1,2021,2021.5,0,1195,0,1195
phs002368.v1.p1,2021,2021.16666666667,2,2,0,4
phs002377.v1.p1,2021,2021.25,42,36,0,78
phs002383.v1.p1,2021,2021.33333333333,0,0,720,720
phs002385.v1.p1,2021,2021.33333333333,0,0,1518,1518
phs002386.v1.p1,2021,2021.16666666667,0,0,79,79
phs002387.v1.p1,2021,2021.33333333333,0,2529,0,2529
phs002389.v1.p1,2021,2021.25,38,22,2,62
phs002392.v1.p1,2021,2021.5,36,46,0,82
phs002394.v1.p1,2021,2021.25,79,95,0,174
phs002398.v1.p1,2021,2021.25,129,0,0,129
phs002405.v1.p1,2021,2021.58333333333,11,12,0,23
phs002407.v1.p1,2021,2021.66666666667,98,83,0,181
phs002408.v1.p1,2021,2021.25,5,4,0,9
phs002410.v1.p1,2021,2021.66666666667,0,0,813,813
phs002411.v1.p1,2021,2021.33333333333,0,88,0,88
phs002415.v1.p1,2021,2021.66666666667,0,0,219,219
phs002416.v1.p1,2021,2021.33333333333,3,36,0,39
phs002417.v1.p1,2021,2021.41666666667,1583,1510,0,3093
phs002419.v1.p1,2021,2021.41666666667,0,159,0,159
phs002421.v1.p1,2021,2021.41666666667,0,0,11,11
phs002428.v1.p1,2021,2021.41666666667,144,274,0,418
phs002433.v1.p1,2021,2021.33333333333,22,16,0,38
phs002436.v1.p1,2021,2021.5,19,17,0,36
phs002437.v1.p1,2021,2021.5,16,18,0,34
phs002440.v1.p1,2021,2021.41666666667,24,14,0,38
phs002444.v1.p1,2021,2021.5,392,323,5,720
phs002448.v1.p1,2021,2021.41666666667,2,12,0,14
phs002457.v1.p1,2021,2021.58333333333,3,92,0,95
phs002462.v1.p1,2021,2021.5,215,0,0,215
phs002464.v1.p1,2021,2021.5,22,1,6,29
phs002471.v1.p1,2021,2021.5,5,0,0,5
phs002480.v1.p1,2021,2021.58333333333,1059,821,2,1882
phs002484.v1.p1,2021,2021.5,49,37,0,86
phs002486.v1.p1,2021,2021.58333333333,30,30,0,60
phs002487.v1.p1,2021,2021.66666666667,508,192,0,700
phs002493.v1.p1,2021,2021.66666666667,160,88,0,248
phs002499.v1.p1,2021,2021.58333333333,13,6,0,19
phs002506.v1.p1,2021,2021.66666666667,4037,3056,0,7093
phs002508.v1.p1,2021,2021.58333333333,483,2373,0,2856
phs002545.v1.p1,2021,2021.66666666667,51,21,0,72
phs002557.v1.p1,2021,2021.58333333333,2,0,2,4
phs002632.v1.p1,2021,2021.75,242,607,0,849
