,n,male,female,unknown,date
6717,19.0,3.0,7.0,9.0,2019/02/21
6718,1616.0,1090.0,526.0,0.0,05/30/2014
6719,4383.0,0.0,4383.0,0.0,2019/09/16
6722,82431.0,9.0,564.0,81858.0,2019/03/11
6724,16.0,9.0,7.0,0.0,2020/11/17
6726,8.0,3.0,3.0,2.0,2019/12/06
6727,965.0,85.0,90.0,790.0,2018/03/09
6729,585.0,52.0,246.0,287.0,2020/10/16
6730,128.0,84.0,44.0,0.0,2021/05/20
6731,2058.0,914.0,123.0,1021.0,2019/04/25
6734,475.0,236.0,239.0,0.0,2018/04/23
6736,4.0,1.0,3.0,0.0,2019/06/24
6737,621.0,377.0,244.0,0.0,2021/04/07
6739,4.0,3.0,1.0,0.0,2019/11/01
6741,6076.0,6076.0,0.0,0.0,2020/02/19
6742,1441.0,761.0,680.0,0.0,11/04/2014
6744,277.0,79.0,70.0,128.0,2019/12/10
6749,21.0,4.0,7.0,10.0,2019/02/21
6750,2.0,1.0,0.0,1.0,2020/07/24
6751,29.0,17.0,12.0,0.0,2019/10/23
6754,1602.0,843.0,758.0,1.0,2021/08/19
6755,81.0,7.0,8.0,66.0,2018/11/05
6759,368.0,40.0,42.0,286.0,2018/11/30
6761,10.0,0.0,10.0,0.0,2018/10/24
6764,60.0,15.0,32.0,13.0,2020/06/18
6767,680.0,680.0,0.0,0.0,2018/12/10
6770,7.0,4.0,3.0,0.0,11/16/2016
6772,9.0,5.0,4.0,0.0,2020/06/18
6773,4814.0,819.0,767.0,3228.0,2021/08/23
6774,55.0,30.0,25.0,0.0,2017/09/18
6779,12.0,4.0,4.0,4.0,2021/02/04
6781,471.0,87.0,87.0,297.0,2018/03/09
6782,11.0,5.0,6.0,0.0,2020/07/16
6783,601.0,601.0,0.0,0.0,05/09/2016
6784,57.0,42.0,15.0,0.0,03/31/2016
6787,20.0,0.0,20.0,0.0,2018/10/24
6791,19315.0,1691.0,1055.0,16569.0,05/16/2017
6793,50.0,9.0,5.0,36.0,2020/03/13
6795,3296.0,632.0,971.0,1693.0,2021/03/05
6796,1234.0,3.0,3.0,1228.0,2019/10/07
6803,43.0,15.0,23.0,5.0,2018/06/18
6805,75.0,75.0,0.0,0.0,2020/09/03
6810,333.0,47.0,75.0,211.0,2019/07/22
6812,4594.0,0.0,4594.0,0.0,2019/05/07
6813,210.0,6.0,3.0,201.0,09/23/2014
6815,6443.0,2943.0,3500.0,0.0,04/29/2016
6816,7567.0,1224.0,2.0,6341.0,2020/06/18
6817,267.0,147.0,120.0,0.0,2017/12/29
6819,580.0,353.0,40.0,187.0,2019/08/01
6821,4239.0,819.0,767.0,2653.0,2021/08/23
6822,563.0,486.0,77.0,0.0,02/23/2017
6823,511.0,141.0,369.0,1.0,2020/01/10
6824,424.0,199.0,225.0,0.0,04/17/2017
6825,625.0,278.0,347.0,0.0,2019/04/10
6826,2587.0,533.0,761.0,1293.0,2018/06/13
6828,5667.0,310.0,411.0,4946.0,09/03/2009
6831,11865.0,6.0,6516.0,5343.0,2020/06/18
6832,334.0,0.0,334.0,0.0,2018/12/14
6836,310.0,101.0,0.0,209.0,2019/09/27
6837,72.0,5.0,7.0,60.0,11/16/2015
6839,53.0,24.0,29.0,0.0,2021/04/19
6840,6443.0,2943.0,3500.0,0.0,04/29/2016
6841,456.0,238.0,83.0,135.0,2018/06/07
6842,1573.0,669.0,880.0,24.0,2021/08/31
6843,5118.0,606.0,400.0,4112.0,2019/02/05
6844,292.0,109.0,183.0,0.0,2021/07/22
6846,690.0,97.0,74.0,519.0,2018/10/02
6848,89.0,43.0,46.0,0.0,2021/08/26
6849,2.0,0.0,2.0,0.0,2018/02/20
6854,475.0,236.0,239.0,0.0,2018/04/23
6863,183.0,155.0,28.0,0.0,2018/03/20
6864,14853.0,6743.0,8110.0,0.0,2020/06/18
6865,41.0,22.0,8.0,11.0,2019/03/25
6871,109.0,71.0,38.0,0.0,2018/01/18
6872,53.0,9.0,4.0,40.0,2021/01/06
6873,1554.0,60.0,81.0,1413.0,2018/10/05
6875,1392.0,799.0,593.0,0.0,2019/08/01
6876,276.0,175.0,101.0,0.0,2018/08/19
6877,641.0,299.0,342.0,0.0,12/17/2013
6882,4129.0,1744.0,2385.0,0.0,06/09/2016
6883,355.0,37.0,34.0,284.0,2021/05/24
6884,3333.0,841.0,812.0,1680.0,2017/09/15
6885,789.0,417.0,372.0,0.0,2020/06/18
6886,24.0,8.0,0.0,16.0,2021/03/30
6888,2930.0,1664.0,1266.0,0.0,2021/08/24
6889,9.0,4.0,5.0,0.0,06/15/2017
6890,20.0,0.0,20.0,0.0,2020/04/03
6898,197.0,138.0,59.0,0.0,08/29/2016
6899,6.0,0.0,6.0,0.0,2020/06/18
6900,5.0,1.0,4.0,0.0,11/25/2016
6903,640.0,468.0,172.0,0.0,2021/08/18
6904,81.0,7.0,8.0,66.0,2018/11/05
6906,115.0,0.0,115.0,0.0,11/12/2013
6907,1.0,0.0,1.0,0.0,03/22/2017
6909,279.0,149.0,130.0,0.0,2019/06/03
6910,130.0,72.0,58.0,0.0,2021/04/06
6913,1.0,1.0,0.0,0.0,2021/07/21
6916,23.0,15.0,8.0,0.0,2020/04/14
6917,3.0,2.0,1.0,0.0,2021/03/30
6920,96.0,96.0,0.0,0.0,2019/05/07
6921,3368.0,828.0,986.0,1554.0,2020/09/18
6923,5.0,3.0,2.0,0.0,2018/01/29
6925,418.0,72.0,137.0,209.0,2021/06/02
6927,4777.0,3910.0,867.0,0.0,2019/03/05
6929,116.0,31.0,85.0,0.0,2021/05/18
6933,89881.0,0.0,54678.0,35203.0,11/08/2013
6935,114.0,0.0,57.0,57.0,2018/11/05
6938,6443.0,2943.0,3500.0,0.0,04/29/2016
6940,8881.0,0.0,8881.0,0.0,02/27/2014
6944,74.0,30.0,44.0,0.0,05/26/2016
6948,82.0,43.0,39.0,0.0,2017/09/19
6949,29.0,0.0,15.0,14.0,2020/07/10
6951,1405.0,600.0,805.0,0.0,01/29/2015
6952,642.0,290.0,352.0,0.0,2021/09/29
6961,2.0,0.0,2.0,0.0,2020/09/18
6963,65.0,47.0,18.0,0.0,2021/06/23
6964,983.0,72.0,628.0,283.0,06/22/2016
6965,9924.0,90.0,822.0,9012.0,2020/08/05
6967,4761.0,3903.0,858.0,0.0,2019/03/05
6969,9.0,5.0,4.0,0.0,02/09/2017
6972,416.0,70.0,88.0,258.0,10/07/2016
6978,247.0,133.0,114.0,0.0,2018/08/19
6979,12.0,12.0,0.0,0.0,2021/07/06
6981,4155.0,8.0,12.0,4135.0,2021/04/09
6988,124.0,39.0,85.0,0.0,2020/11/24
6992,33.0,16.0,17.0,0.0,05/08/2017
6993,1441.0,761.0,680.0,0.0,11/04/2014
6994,4125.0,731.0,557.0,2837.0,2020/03/12
6995,71.0,36.0,34.0,1.0,2020/06/11
6999,9231.0,4331.0,4696.0,204.0,04/17/2017
7000,2.0,1.0,1.0,0.0,2021/03/11
7003,8491.0,7438.0,851.0,202.0,07/10/2017
7004,20.0,12.0,8.0,0.0,04/14/2014
7006,5.0,5.0,0.0,0.0,2020/06/18
7007,23.0,7.0,9.0,7.0,2021/08/13
7008,595.0,96.0,305.0,194.0,2018/09/26
7009,6443.0,2943.0,3500.0,0.0,04/29/2016
7011,6.0,4.0,2.0,0.0,07/14/2010
7012,88.0,51.0,37.0,0.0,2019/07/26
7013,1580.0,701.0,879.0,0.0,2018/06/14
7015,58.0,0.0,14.0,44.0,2019/10/30
7017,6443.0,2943.0,3500.0,0.0,04/29/2016
7018,622.0,345.0,277.0,0.0,2019/06/03
7019,87.0,45.0,42.0,0.0,03/23/2015
7024,2.0,2.0,0.0,0.0,2018/12/10
7025,20.0,20.0,0.0,0.0,2019/09/11
7026,91429.0,0.0,56334.0,35095.0,11/08/2013
7028,5103.0,6.0,7.0,5090.0,2020/06/18
7031,9.0,2.0,7.0,0.0,2020/01/21
7034,76.0,4.0,10.0,62.0,2019/04/19
7035,899.0,91.0,90.0,718.0,2018/08/13
7036,972.0,546.0,426.0,0.0,10/27/2014
7038,15.0,5.0,10.0,0.0,2018/03/06
7042,84.0,12.0,7.0,65.0,11/02/2015
7045,312.0,195.0,117.0,0.0,2018/04/20
7052,11.0,1.0,10.0,0.0,2017/08/25
7053,173.0,118.0,55.0,0.0,2021/05/20
7055,7012.0,3570.0,3442.0,0.0,11/09/2016
7056,2579.0,1764.0,815.0,0.0,2020/01/07
7058,640.0,468.0,172.0,0.0,2021/08/18
7059,1617.0,408.0,1209.0,0.0,04/20/2012
7061,932.0,932.0,0.0,0.0,06/29/2015
7062,335.0,74.0,30.0,231.0,2020/09/18
7063,34.0,21.0,13.0,0.0,02/27/2017
7068,225.0,91.0,132.0,2.0,2019/05/01
7069,3.0,1.0,2.0,0.0,2017/12/19
7071,625.0,262.0,363.0,0.0,2018/06/14
7074,5555.0,6.0,8.0,5541.0,2020/06/18
7076,59.0,1.0,2.0,56.0,04/29/2015
7078,2011.0,673.0,1338.0,0.0,2018/06/30
7079,332.0,58.0,86.0,188.0,2020/04/29
7080,38.0,5.0,15.0,18.0,2017/11/01
7081,1522.0,8.0,1470.0,44.0,2018/06/21
7084,2911.0,1310.0,1601.0,0.0,2018/07/23
7087,73.0,44.0,24.0,5.0,2020/01/10
7088,11.0,6.0,5.0,0.0,11/05/2012
7089,300.0,94.0,0.0,206.0,01/15/2016
7091,15.0,0.0,15.0,0.0,2020/07/10
7092,80.0,72.0,8.0,0.0,2020/10/14
7094,4931.0,2051.0,2879.0,1.0,02/05/2016
7095,2587.0,533.0,761.0,1293.0,2018/06/13
7099,2878.0,967.0,198.0,1713.0,2019/10/08
7100,5.0,3.0,2.0,0.0,05/12/2017
7102,36.0,19.0,17.0,0.0,2020/01/31
7104,32.0,0.0,16.0,16.0,09/10/2015
7105,2.0,0.0,2.0,0.0,2018/02/20
7106,517.0,215.0,300.0,2.0,2018/06/01
7108,38.0,19.0,19.0,0.0,2020/04/06
7109,335.0,0.0,334.0,1.0,2018/12/14
7110,697.0,379.0,316.0,2.0,2019/02/11
7116,72.0,0.0,23.0,49.0,2021/03/01
7118,57.0,3.0,0.0,54.0,10/15/2015
7120,6900.0,34.0,6855.0,11.0,10/18/2016
7125,2.0,1.0,1.0,0.0,2018/11/07
7126,38.0,15.0,23.0,0.0,2017/12/08
7127,262.0,85.0,177.0,0.0,2019/06/04
7128,1103.0,597.0,506.0,0.0,2019/02/06
7129,62.0,9.0,35.0,18.0,2019/06/24
7134,787.0,406.0,357.0,24.0,06/09/2015
7135,2402.0,676.0,682.0,1044.0,07/25/2014
7138,41.0,22.0,8.0,11.0,2019/03/25
7141,1.0,0.0,1.0,0.0,2018/03/27
7142,1901.0,913.0,988.0,0.0,11/13/2015
7145,354.0,81.0,273.0,0.0,2019/11/27
7146,8.0,2.0,6.0,0.0,03/28/2016
7149,505.0,169.0,121.0,215.0,2018/03/09
7150,6443.0,2943.0,3500.0,0.0,04/29/2016
7153,9212.0,3625.0,5582.0,5.0,07/31/2015
7154,166.0,0.0,166.0,0.0,2019/12/12
7156,14815.0,6724.0,8091.0,0.0,2020/06/18
7157,370.0,206.0,164.0,0.0,2020/09/18
7160,7818.0,387.0,7197.0,234.0,2019/11/25
7161,6443.0,2943.0,3500.0,0.0,04/29/2016
7162,1682.0,553.0,1129.0,0.0,11/22/2013
7166,609.0,296.0,313.0,0.0,05/24/2016
7167,478.0,1.0,199.0,278.0,2019/09/27
7169,1.0,0.0,1.0,0.0,02/03/2014
7172,96.0,8.0,80.0,8.0,08/23/2011
7173,9172.0,9.0,84.0,9079.0,2019/09/16
7174,12070.0,6.0,6635.0,5429.0,2020/06/18
7175,6443.0,2943.0,3500.0,0.0,04/29/2016
7176,6443.0,2943.0,3500.0,0.0,04/29/2016
7177,636.0,24.0,29.0,583.0,2019/08/18
7178,86.0,31.0,55.0,0.0,11/13/2015
7182,4.0,3.0,1.0,0.0,08/04/2015
7183,704.0,327.0,377.0,0.0,08/09/2013
7185,9437.0,0.0,9232.0,205.0,2019/10/18
7186,90.0,54.0,4.0,32.0,2019/06/11
7189,159.0,93.0,66.0,0.0,11/16/2016
7190,53.0,0.0,53.0,0.0,06/22/2016
7192,765.0,314.0,451.0,0.0,2017/09/22
7196,469.0,87.0,87.0,295.0,2018/03/09
7197,34304.0,7956.0,9127.0,17221.0,2019/10/25
7198,8.0,4.0,4.0,0.0,2020/09/18
7202,92.0,45.0,47.0,0.0,2020/11/13
7204,68.0,50.0,18.0,0.0,05/12/2017
7207,30.0,0.0,15.0,15.0,2020/09/22
7210,4181.0,4008.0,16.0,157.0,07/18/2014
7213,6443.0,2943.0,3500.0,0.0,04/29/2016
7214,32.0,17.0,15.0,0.0,2018/10/11
7216,29.0,19.0,10.0,0.0,07/09/2013
7218,1103.0,597.0,506.0,0.0,2019/02/06
7223,4934.0,5.0,8.0,4921.0,2020/06/10
7224,6443.0,2943.0,3500.0,0.0,04/29/2016
7226,3.0,0.0,3.0,0.0,2018/05/17
7228,3741.0,695.0,2449.0,597.0,Mon Oct 27 16:30:03 2008
7230,34.0,21.0,7.0,6.0,2020/07/24
7232,812.0,0.0,812.0,0.0,2021/07/21
7233,34.0,17.0,17.0,0.0,10/22/2013
7235,25.0,16.0,9.0,0.0,2018/07/18
7236,5475.0,6.0,8.0,5461.0,2020/06/18
7237,20.0,12.0,8.0,0.0,04/14/2014
7238,9.0,5.0,2.0,2.0,05/02/2014
7239,17.0,3.0,3.0,11.0,2019/12/06
7240,15.0,10.0,5.0,0.0,08/21/2013
7241,3964.0,539.0,839.0,2586.0,02/27/2015
7245,234.0,0.0,42.0,192.0,2018/01/08
7247,2.0,2.0,0.0,0.0,2019/03/15
7250,43.0,7.0,3.0,33.0,01/05/2017
7253,6443.0,2943.0,3500.0,0.0,04/29/2016
7254,415.0,232.0,183.0,0.0,2021/05/04
7256,6984.0,629.0,649.0,5706.0,07/21/2016
7258,20.0,0.0,20.0,0.0,08/02/2013
7259,3.0,2.0,1.0,0.0,2018/10/30
7260,9225.0,894.0,515.0,7816.0,2021/04/07
7261,6.0,2.0,4.0,0.0,07/21/2010
7262,51.0,8.0,8.0,35.0,2021/03/11
7263,5.0,4.0,1.0,0.0,09/29/2014
7264,200.0,48.0,52.0,100.0,08/31/2015
7265,72286.0,981.0,932.0,70373.0,2020/10/27
7268,234.0,81.0,153.0,0.0,2019/10/11
7272,340.0,0.0,92.0,248.0,2020/03/02
7274,993.0,894.0,99.0,0.0,02/18/2016
7276,6443.0,2943.0,3500.0,0.0,04/29/2016
7278,246.0,88.0,0.0,158.0,01/03/2017
7279,429.0,79.0,235.0,115.0,2019/10/28
7280,1217.0,330.0,472.0,415.0,2021/07/02
7283,1880.0,725.0,1155.0,0.0,2021/06/24
7284,175.0,91.0,84.0,0.0,03/31/2017
7285,7715.0,9.0,89.0,7617.0,2020/08/17
7287,3288.0,1513.0,1704.0,71.0,2020/11/09
7288,5048.0,760.0,794.0,3494.0,2018/07/23
7291,1854.0,573.0,1281.0,0.0,2018/06/14
7293,10.0,2.0,8.0,0.0,2018/12/31
7298,28.0,8.0,7.0,13.0,08/21/2014
7301,9.0,9.0,0.0,0.0,11/26/2013
7302,809.0,728.0,63.0,18.0,05/21/2013
7303,87.0,56.0,8.0,23.0,03/15/2016
7305,1968.0,684.0,1284.0,0.0,08/26/2015
7308,6069.0,3202.0,2867.0,0.0,2020/07/29
7311,682.0,2.0,275.0,405.0,2020/04/14
7312,33.0,0.0,33.0,0.0,05/09/2016
7314,1602.0,843.0,758.0,1.0,2021/08/19
7317,6042.0,4620.0,755.0,667.0,08/17/2010
7319,5051.0,2408.0,2643.0,0.0,2021/05/07
7320,99.0,31.0,22.0,46.0,12/20/2016
7322,345.0,148.0,184.0,13.0,2019/03/11
7325,18.0,4.0,5.0,9.0,04/08/2014
7326,12.0,1.0,0.0,11.0,2019/05/24
7327,3.0,1.0,0.0,2.0,11/04/2015
7328,48.0,10.0,7.0,31.0,2020/04/24
7331,799.0,516.0,283.0,0.0,07/26/2016
7335,46.0,21.0,25.0,0.0,10/28/2011
7337,210.0,6.0,3.0,201.0,09/23/2014
7338,279.0,169.0,92.0,18.0,2019/08/07
7340,7.0,0.0,2.0,5.0,2020/09/18
7341,83.0,57.0,26.0,0.0,2017/10/02
7342,16.0,9.0,7.0,0.0,2020/11/17
7343,5415.0,6.0,8.0,5401.0,2020/06/18
7344,349.0,161.0,2.0,186.0,2020/09/18
7346,5.0,4.0,1.0,0.0,09/29/2014
7347,859.0,497.0,362.0,0.0,07/18/2014
7349,33.0,18.0,15.0,0.0,2019/10/16
7350,14576.0,6616.0,7960.0,0.0,2020/06/18
7351,299.0,134.0,165.0,0.0,2019/06/14
7353,12.0,1.0,2.0,9.0,2019/08/01
7355,3173.0,878.0,797.0,1498.0,05/17/2016
7357,2769.0,1725.0,1044.0,0.0,11/27/2009
7359,625.0,278.0,347.0,0.0,2019/04/10
7366,52.0,0.0,28.0,24.0,2019/04/04
7367,27.0,13.0,13.0,1.0,2020/09/02
7369,389.0,209.0,180.0,0.0,2020/11/20
7370,14.0,5.0,9.0,0.0,09/29/2015
7371,931.0,931.0,0.0,0.0,09/19/2016
7375,42.0,42.0,0.0,0.0,10/07/2016
7376,9.0,4.0,5.0,0.0,2020/06/18
7382,271.0,127.0,144.0,0.0,09/03/2014
7384,3.0,1.0,2.0,0.0,2019/08/01
7388,72.0,0.0,23.0,49.0,2021/03/01
7389,580.0,353.0,40.0,187.0,2019/08/01
7390,18.0,16.0,2.0,0.0,2021/02/22
7391,2747.0,6.0,2.0,2739.0,2020/04/27
7392,10618.0,7278.0,3340.0,0.0,2018/09/17
7394,53.0,24.0,29.0,0.0,2019/08/18
7395,40.0,9.0,20.0,11.0,2020/08/05
7396,34.0,9.0,20.0,5.0,2020/08/26
7397,4002.0,928.0,896.0,2178.0,2020/07/20
7400,2487.0,1341.0,1146.0,0.0,11/20/2013
7404,9.0,0.0,9.0,0.0,2019/12/09
7406,1332.0,532.0,800.0,0.0,2021/05/20
7409,1.0,0.0,1.0,0.0,03/24/2017
7410,14684.0,6700.0,8.0,7976.0,2020/06/18
7411,199.0,98.0,101.0,0.0,2018/06/18
7412,1854.0,573.0,1281.0,0.0,2018/06/14
7414,1064.0,505.0,558.0,1.0,2021/06/10
7417,5161.0,5130.0,0.0,31.0,2017/11/30
7418,351.0,196.0,155.0,0.0,07/06/2011
7420,101.0,18.0,20.0,63.0,2021/05/10
7424,34.0,17.0,17.0,0.0,10/22/2013
7425,299.0,134.0,165.0,0.0,2019/06/14
7426,682.0,0.0,682.0,0.0,2020/06/18
7427,2226.0,546.0,651.0,1029.0,07/05/2016
7428,9.0,4.0,5.0,0.0,06/15/2017
7429,2065.0,85.0,74.0,1906.0,09/02/2016
7430,664.0,189.0,475.0,0.0,2020/01/10
7431,14915.0,6769.0,8146.0,0.0,2020/06/18
7434,71.0,6.0,5.0,60.0,2019/06/13
7435,1654.0,766.0,883.0,5.0,2021/08/27
7438,16.0,9.0,7.0,0.0,2020/11/17
7442,73.0,29.0,44.0,0.0,2021/08/26
7445,389.0,209.0,180.0,0.0,2020/11/20
7446,5367.0,0.0,5367.0,0.0,05/26/2015
7447,924.0,802.0,122.0,0.0,11/27/2009
7449,4.0,1.0,3.0,0.0,06/28/2013
7451,674.0,64.0,80.0,530.0,2021/08/27
7452,104.0,1.0,0.0,103.0,02/08/2017
7458,12.0,10.0,2.0,0.0,08/26/2013
7459,90.0,75.0,15.0,0.0,2021/07/15
7461,323.0,169.0,154.0,0.0,2019/07/25
7465,252.0,112.0,140.0,0.0,2018/06/30
7466,4825.0,624.0,510.0,3691.0,2019/05/21
7467,2058.0,914.0,123.0,1021.0,2019/04/25
7470,802.0,330.0,472.0,0.0,2021/07/02
7472,408.0,268.0,72.0,68.0,2018/09/06
7473,1.0,1.0,0.0,0.0,02/18/2016
7474,19.0,2.0,7.0,10.0,2020/01/21
7475,2849.0,7.0,850.0,1992.0,2020/09/18
7477,611.0,168.0,443.0,0.0,2018/06/14
7478,6443.0,2943.0,3500.0,0.0,04/29/2016
7480,60.0,12.0,4.0,44.0,2017/09/22
7485,16.0,7.0,9.0,0.0,2021/08/13
7486,932.0,932.0,0.0,0.0,06/29/2015
7487,144.0,36.0,36.0,72.0,2021/03/24
7488,246.0,43.0,39.0,164.0,2017/09/19
7489,996.0,0.0,996.0,0.0,2020/09/18
7492,22.0,2.0,1.0,19.0,2019/11/15
7493,98.0,0.0,98.0,0.0,04/07/2017
7494,66.0,66.0,0.0,0.0,2020/01/30
7497,17.0,8.0,9.0,0.0,2019/08/05
7499,9088.0,5164.0,3924.0,0.0,2021/10/07
7501,2397.0,1200.0,1197.0,0.0,2017/08/16
7506,35.0,19.0,16.0,0.0,04/15/2014
7507,401.0,209.0,192.0,0.0,2021/01/08
7509,849.0,242.0,607.0,0.0,2021/10/19
7511,5745.0,959.0,780.0,4006.0,09/20/2016
7513,8.0,4.0,4.0,0.0,09/10/2012
7516,389.0,209.0,180.0,0.0,2020/11/20
7518,4.0,0.0,4.0,0.0,2020/06/18
7520,805.0,479.0,70.0,256.0,11/02/2015
7521,956.0,956.0,0.0,0.0,2021/02/26
7523,9104.0,6402.0,2702.0,0.0,2021/09/09
7524,159.0,93.0,66.0,0.0,11/16/2016
7525,3085.0,1578.0,1507.0,0.0,2021/06/03
7526,2226.0,546.0,651.0,1029.0,08/09/2016
7528,800.0,0.0,800.0,0.0,2018/01/30
7530,8377.0,4561.0,3507.0,309.0,06/23/2015
7533,50.0,5.0,7.0,38.0,2021/04/27
7536,173.0,1.0,0.0,172.0,2020/07/24
7542,5916.0,3715.0,2201.0,0.0,2021/08/24
7545,125.0,68.0,57.0,0.0,11/16/2015
7546,3999.0,928.0,896.0,2175.0,2020/07/20
7547,9.0,5.0,2.0,2.0,05/02/2014
7548,31.0,6.0,3.0,22.0,08/30/2013
7549,2037.0,925.0,953.0,159.0,2020/12/18
7551,160.0,13.0,147.0,0.0,2018/10/02
7553,9088.0,5164.0,3924.0,0.0,2021/10/07
7558,71.0,44.0,24.0,3.0,2020/01/10
7561,1114.0,104.0,28.0,982.0,2020/06/10
7563,8335.0,19.0,18.0,8298.0,2021/03/25
7564,7.0,1.0,6.0,0.0,2019/03/08
7565,16.0,7.0,9.0,0.0,2021/08/13
7568,6443.0,2943.0,3500.0,0.0,04/29/2016
7571,173.0,72.0,101.0,0.0,02/25/2016
7574,1385.0,700.0,685.0,0.0,04/22/2009
7576,478.0,1.0,199.0,278.0,2019/09/27
7578,1376.0,705.0,519.0,152.0,2020/06/18
7580,160.0,88.0,72.0,0.0,04/01/2016
7583,3.0,2.0,1.0,0.0,05/19/2016
7585,4155.0,8.0,12.0,4135.0,2021/04/09
7586,6443.0,2943.0,3500.0,0.0,04/29/2016
7589,74109.0,250.0,310.0,73549.0,2020/09/18
7590,6.0,4.0,2.0,0.0,2019/05/02
7591,580.0,353.0,40.0,187.0,2019/08/01
7592,6443.0,2943.0,3500.0,0.0,04/29/2016
7597,4429.0,26.0,4402.0,1.0,2019/09/16
7598,8.0,4.0,4.0,0.0,2018/01/30
7600,600.0,325.0,75.0,200.0,2020/03/26
7601,1441.0,493.0,945.0,3.0,01/13/2014
7602,95416.0,1685.0,1053.0,92678.0,05/16/2017
7604,993.0,894.0,99.0,0.0,02/18/2016
7608,87.0,56.0,8.0,23.0,03/15/2016
7610,2939.0,2025.0,914.0,0.0,2021/08/24
7612,2341.0,627.0,706.0,1008.0,05/02/2017
7614,7377.0,3546.0,3831.0,0.0,03/03/2015
7617,895.0,363.0,532.0,0.0,08/29/2016
7621,57.0,57.0,0.0,0.0,2019/12/17
7623,1602.0,843.0,758.0,1.0,2021/08/19
7624,51.0,8.0,7.0,36.0,2021/03/10
7625,44.0,8.0,34.0,2.0,2017/12/04
7628,97.0,77.0,0.0,20.0,2018/11/19
7629,2760.0,1258.0,1502.0,0.0,04/29/2016
7631,10.0,4.0,6.0,0.0,08/20/2014
7633,1655.0,766.0,884.0,5.0,2021/08/27
7635,20.0,0.0,20.0,0.0,2020/04/03
7637,4658.0,0.0,4658.0,0.0,05/09/2016
7638,6443.0,2943.0,3500.0,0.0,04/29/2016
7639,174.0,47.0,127.0,0.0,2020/06/25
7641,13403.0,6666.0,6737.0,0.0,2020/07/06
7642,6.0,3.0,3.0,0.0,05/26/2016
7643,1602.0,843.0,758.0,1.0,2021/08/19
7646,529.0,194.0,335.0,0.0,01/22/2014
7648,867.0,421.0,437.0,9.0,09/28/2016
7649,5152.0,0.0,5152.0,0.0,12/17/2014
7653,90.0,75.0,15.0,0.0,2021/07/15
7654,12.0,6.0,6.0,0.0,2021/02/08
7655,250.0,68.0,57.0,125.0,11/16/2015
7657,34.0,9.0,20.0,5.0,2020/08/26
7659,13.0,1.0,4.0,8.0,11/25/2016
7663,33.0,0.0,33.0,0.0,05/09/2016
7666,2847.0,729.0,788.0,1330.0,09/14/2015
7668,20.0,10.0,10.0,0.0,2021/08/13
7669,4.0,2.0,1.0,1.0,2019/09/18
7674,19.0,6.0,3.0,10.0,2021/08/05
7676,25.0,1.0,24.0,0.0,2021/08/30
7677,736.0,409.0,327.0,0.0,01/11/2016
7679,142.0,1.0,2.0,139.0,12/01/2014
7680,4.0,2.0,2.0,0.0,2017/11/09
7681,13988.0,6236.0,7752.0,0.0,2020/06/18
7685,3.0,1.0,2.0,0.0,2019/06/24
7689,321.0,234.0,87.0,0.0,2018/05/15
7694,1001.0,0.0,1001.0,0.0,04/04/2014
7696,10.0,6.0,4.0,0.0,2018/10/02
7699,45.0,0.0,29.0,16.0,2019/12/12
7700,621.0,377.0,244.0,0.0,2021/04/07
7701,466.0,0.0,466.0,0.0,03/23/2016
7704,37.0,19.0,18.0,0.0,2021/03/25
7708,61.0,61.0,0.0,0.0,2019/03/25
7709,1529.0,716.0,813.0,0.0,2021/02/05
7711,206.0,23.0,28.0,155.0,2020/06/18
7717,82.0,5.0,69.0,8.0,2019/05/13
7718,5.0,4.0,1.0,0.0,2021/01/21
7719,12.0,1.0,1.0,10.0,08/21/2015
7720,294.0,203.0,91.0,0.0,2020/06/18
7721,3.0,1.0,0.0,2.0,11/04/2015
7722,4229.0,40.0,4189.0,0.0,10/07/2011
7724,1276.0,544.0,458.0,274.0,2020/05/26
7726,11.0,2.0,2.0,7.0,2017/11/09
7729,4.0,2.0,1.0,1.0,2019/09/18
7731,38.0,22.0,16.0,0.0,2021/05/27
7734,10618.0,7278.0,3340.0,0.0,2018/09/17
7735,160.0,13.0,147.0,0.0,2018/10/02
7737,2270.0,3.0,2267.0,0.0,2020/06/18
7738,425.0,93.0,85.0,247.0,2021/03/10
7739,5.0,4.0,1.0,0.0,2020/12/22
7741,13490.0,6105.0,7385.0,0.0,2020/06/18
7744,1908.0,935.0,894.0,79.0,2020/12/18
7746,1580.0,701.0,879.0,0.0,2018/06/14
7747,34.0,17.0,17.0,0.0,10/22/2013
7751,4.0,2.0,2.0,0.0,2019/04/09
7753,403.0,5.0,3.0,395.0,2021/06/16
7755,72.0,19.0,17.0,36.0,2020/01/31
7756,1.0,1.0,0.0,0.0,2021/01/28
7757,70.0,70.0,0.0,0.0,06/12/2017
7759,580.0,353.0,40.0,187.0,2019/08/01
7763,2210.0,1271.0,939.0,0.0,2021/07/19
7765,8.0,4.0,0.0,4.0,2018/06/30
7767,4916.0,6.0,6.0,4904.0,2020/06/18
7768,1.0,1.0,0.0,0.0,2021/01/28
7769,762.0,392.0,370.0,0.0,2020/07/17
7770,812.0,0.0,812.0,0.0,2021/07/21
7771,13883.0,5209.0,8293.0,381.0,03/22/2017
7772,34.0,14.0,20.0,0.0,2019/12/17
7773,2938.0,48.0,35.0,2855.0,2017/12/29
