,n,male,female,unknown,date
2263,2489.0,1574.0,891.0,24.0,2021/07/07
2264,8770.0,875.0,936.0,6959.0,2019/03/11
2266,633.0,382.0,41.0,210.0,09/25/2015
2269,7.0,7.0,0.0,0.0,2019/03/25
2275,109.0,6.0,7.0,96.0,06/27/2017
2278,80834.0,33200.0,47634.0,0.0,2018/02/01
2281,242.0,130.0,112.0,0.0,2019/11/22
2282,5.0,4.0,1.0,0.0,2020/12/22
2283,919.0,223.0,696.0,0.0,2019/04/04
2284,10.0,10.0,0.0,0.0,2017/09/08
2286,358362.0,9372.0,732.0,348258.0,2020/11/13
2289,9.0,6.0,3.0,0.0,06/12/2017
2290,36.0,7.0,3.0,26.0,2021/02/08
2292,5.0,3.0,2.0,0.0,2019/04/09
2293,2487.0,1341.0,1146.0,0.0,11/20/2013
2297,30.0,7.0,5.0,18.0,05/16/2013
2301,22848.0,9873.0,12975.0,0.0,2021/04/08
2303,82.0,40.0,35.0,7.0,2018/10/22
2304,9702.0,93.0,850.0,8759.0,08/18/2015
2306,1527.0,631.0,896.0,0.0,12/13/2011
2308,6443.0,2943.0,3500.0,0.0,04/29/2016
2310,200.0,1.0,199.0,0.0,2019/09/27
2311,56.0,9.0,7.0,40.0,2021/07/16
2312,4808.0,568.0,750.0,3490.0,2020/02/04
2315,81.0,0.0,59.0,22.0,2017/12/29
2316,17.0,0.0,17.0,0.0,12/07/2015
2317,1890.0,713.0,1144.0,33.0,2021/06/24
2318,765.0,314.0,451.0,0.0,2017/09/22
2319,365.0,321.0,44.0,0.0,2017/09/22
2321,4.0,0.0,4.0,0.0,2018/05/03
2322,64.0,39.0,25.0,0.0,06/09/2016
2329,599.0,290.0,309.0,0.0,2019/07/31
2331,8.0,4.0,4.0,0.0,2018/01/30
2333,49.0,37.0,12.0,0.0,07/03/2014
2335,365.0,294.0,71.0,0.0,2021/06/01
2338,2226.0,546.0,651.0,1029.0,07/05/2016
2340,62.0,31.0,31.0,0.0,2021/09/20
2341,625.0,278.0,347.0,0.0,2019/04/10
2344,23.0,6.0,4.0,13.0,02/07/2014
2349,7.0,5.0,2.0,0.0,2019/03/28
2350,499.0,271.0,228.0,0.0,2020/05/13
2351,1691.0,98.0,126.0,1467.0,2019/10/07
2353,8.0,8.0,0.0,0.0,2018/10/23
2355,3.0,0.0,3.0,0.0,2020/09/29
2357,62.0,26.0,36.0,0.0,2020/03/19
2358,2253.0,1271.0,939.0,43.0,2021/07/19
2360,6907.0,972.0,948.0,4987.0,2020/11/24
2361,768.0,612.0,84.0,72.0,2019/03/11
2362,4594.0,0.0,4594.0,0.0,2019/05/07
2367,6443.0,2943.0,3500.0,0.0,04/29/2016
2370,1477.0,646.0,831.0,0.0,2021/06/07
2371,177.0,27.0,31.0,119.0,2017/10/19
2373,990.0,94.0,8.0,888.0,2017/11/13
2374,307.0,171.0,136.0,0.0,2019/04/10
2375,1602.0,843.0,758.0,1.0,2021/08/19
2379,348.0,40.0,35.0,273.0,2018/10/22
2380,830.0,28.0,86.0,716.0,2020/02/27
2383,120.0,79.0,41.0,0.0,2021/06/23
2384,3912.0,608.0,787.0,2517.0,09/26/2013
2385,56.0,0.0,56.0,0.0,2020/09/22
2386,101.0,101.0,0.0,0.0,2021/03/17
2388,25.0,16.0,9.0,0.0,07/08/2011
2395,371.0,55.0,66.0,250.0,2020/01/31
2400,3296.0,632.0,971.0,1693.0,2021/03/05
2402,124.0,39.0,85.0,0.0,2020/11/24
2403,2392.0,0.0,2392.0,0.0,07/24/2017
2405,286.0,184.0,102.0,0.0,2020/01/02
2408,44.0,0.0,1.0,43.0,09/10/2014
2412,5.0,1.0,0.0,4.0,2021/07/21
2413,8.0,5.0,3.0,0.0,2019/08/27
2414,3985.0,737.0,1050.0,2198.0,2021/06/08
2416,15.0,11.0,4.0,0.0,2020/02/19
2417,2.0,2.0,0.0,0.0,2019/08/09
2418,3.0,3.0,0.0,0.0,2020/09/18
2421,28820.0,13495.0,15325.0,0.0,2019/12/26
2423,36.0,10.0,26.0,0.0,2020/02/03
2424,98.0,5.0,8.0,85.0,2019/03/28
2428,86.0,4.0,2.0,80.0,2017/10/05
2429,22.0,0.0,22.0,0.0,04/21/2017
2431,5.0,1.0,4.0,0.0,07/28/2014
2432,5079.0,2294.0,289.0,2496.0,2020/12/21
2433,6.0,0.0,6.0,0.0,2020/06/18
2438,48.0,37.0,11.0,0.0,07/09/2012
2439,333.0,37.0,296.0,0.0,2019/07/03
2444,279.0,177.0,99.0,3.0,2020/07/10
2450,94.0,56.0,8.0,30.0,03/15/2016
2451,939.0,0.0,939.0,0.0,2019/09/06
2455,16029.0,6472.0,9148.0,409.0,01/27/2017
2457,920.0,0.0,920.0,0.0,06/14/2017
2461,83.0,21.0,18.0,44.0,2018/12/11
2467,4572.0,982.0,901.0,2689.0,2021/09/28
2469,37.0,20.0,17.0,0.0,2018/01/11
2472,726.0,74.0,8.0,644.0,2019/03/11
2473,10.0,3.0,7.0,0.0,2017/10/04
2474,1914.0,0.0,1914.0,0.0,01/26/2015
2475,20.0,6.0,6.0,8.0,05/19/2014
2476,94432.0,1685.0,1053.0,91694.0,05/16/2017
2478,9819.0,6.0,5411.0,4402.0,2020/06/18
2480,1.0,0.0,1.0,0.0,05/20/2015
2483,5429.0,4.0,5.0,5420.0,2020/06/18
2484,1965.0,1635.0,330.0,0.0,2019/04/23
2486,2190.0,945.0,740.0,505.0,2018/05/03
2487,63.0,9.0,5.0,49.0,2017/10/03
2488,849.0,242.0,607.0,0.0,2021/10/19
2492,39.0,25.0,14.0,0.0,06/15/2017
2493,40.0,0.0,40.0,0.0,2020/01/16
2494,25.0,6.0,7.0,12.0,2019/08/05
2495,86.0,49.0,37.0,0.0,2021/07/14
2497,12.0,6.0,6.0,0.0,2020/06/18
2502,900.0,312.0,588.0,0.0,03/29/2017
2509,290.0,169.0,121.0,0.0,2018/03/09
2511,179.0,74.0,104.0,1.0,2019/05/01
2513,6443.0,2943.0,3500.0,0.0,04/29/2016
2518,65.0,18.0,47.0,0.0,2020/12/18
2523,184.0,85.0,96.0,3.0,02/24/2011
2526,436.0,436.0,0.0,0.0,2020/06/18
2528,563.0,486.0,77.0,0.0,02/23/2017
2530,44.0,11.0,4.0,29.0,2020/02/19
2533,7818.0,387.0,7197.0,234.0,2019/11/25
2534,6443.0,2943.0,3500.0,0.0,04/29/2016
2536,33.0,23.0,10.0,0.0,2020/10/02
2537,541.0,222.0,317.0,2.0,2018/06/01
2538,543.0,410.0,133.0,0.0,11/13/2015
2539,97.0,77.0,0.0,20.0,2018/11/19
2542,678.0,56.0,89.0,533.0,2021/03/01
2543,2068.0,975.0,1000.0,93.0,2018/07/23
2545,8.0,2.0,6.0,0.0,01/05/2015
2546,85.0,22.0,12.0,51.0,2017/08/09
2548,17558.0,449.0,1069.0,16040.0,2020/03/24
2549,13.0,9.0,4.0,0.0,2021/01/28
2551,1253.0,0.0,1253.0,0.0,11/16/2011
2553,7.0,3.0,4.0,0.0,2020/06/18
2555,1077.0,640.0,437.0,0.0,2021/05/13
2556,41.0,15.0,26.0,0.0,2018/08/06
2559,767.0,465.0,70.0,232.0,11/02/2015
2562,364.0,293.0,70.0,1.0,2021/06/01
2563,120.0,59.0,0.0,61.0,2017/09/06
2568,21.0,13.0,8.0,0.0,2017/12/04
2569,1482.0,432.0,1050.0,0.0,2018/06/14
2570,17.0,13.0,4.0,0.0,2021/01/26
2571,383.0,271.0,68.0,44.0,2018/08/19
2572,44.0,8.0,34.0,2.0,2017/12/04
2574,14590.0,6608.0,7982.0,0.0,2020/06/18
2577,4530.0,2090.0,2440.0,0.0,2021/09/13
2578,4929.0,2050.0,2878.0,1.0,02/05/2016
2579,80.0,0.0,80.0,0.0,2018/04/09
2581,2535.0,859.0,1676.0,0.0,2019/05/03
2583,6443.0,2943.0,3500.0,0.0,04/29/2016
2585,13.0,6.0,7.0,0.0,2019/08/05
2586,6443.0,2943.0,3500.0,0.0,04/29/2016
2591,1402.0,215.0,297.0,890.0,2018/06/01
2592,1.0,0.0,1.0,0.0,09/11/2014
2593,4013.0,897.0,5.0,3111.0,2020/06/18
2597,54.0,33.0,21.0,0.0,06/30/2014
2598,4.0,4.0,0.0,0.0,2018/05/03
2599,13.0,0.0,13.0,0.0,11/16/2011
2600,99.0,62.0,31.0,6.0,2018/06/13
2605,6.0,2.0,4.0,0.0,2020/10/27
2609,6443.0,2943.0,3500.0,0.0,04/29/2016
2613,6443.0,2943.0,3500.0,0.0,04/29/2016
2619,579.0,5.0,3.0,571.0,2019/08/27
2622,42.0,16.0,26.0,0.0,2019/11/12
2623,4650.0,2474.0,882.0,1294.0,09/03/2009
2624,4.0,3.0,1.0,0.0,2021/08/11
2625,12.0,0.0,12.0,0.0,2020/03/04
2627,20.0,0.0,20.0,0.0,08/02/2013
2628,5.0,3.0,2.0,0.0,2017/10/10
2629,922.0,94.0,87.0,741.0,2020/09/03
2632,38584.0,1691.0,1055.0,35838.0,05/16/2017
2633,2115.0,911.0,1204.0,0.0,2021/05/14
2634,6.0,1.0,0.0,5.0,2021/01/28
2635,3093.0,1578.0,1507.0,8.0,2021/06/03
2636,17.0,8.0,9.0,0.0,2021/07/29
2638,2.0,1.0,1.0,0.0,2021/03/18
2639,497.0,74.0,44.0,379.0,2020/05/26
2641,14.0,3.0,11.0,0.0,2020/05/06
2644,7.0,4.0,3.0,0.0,2018/01/29
2646,476.0,126.0,112.0,238.0,2020/06/10
2648,17.0,7.0,10.0,0.0,2018/06/01
2652,9924.0,90.0,822.0,9012.0,2020/08/05
2656,4129.0,1744.0,2385.0,0.0,06/09/2016
2657,9.0,4.0,5.0,0.0,2020/06/18
2659,9.0,0.0,9.0,0.0,2019/12/09
2660,3.0,2.0,1.0,0.0,2020/06/02
2661,5628.0,2691.0,2937.0,0.0,11/05/2014
2662,8502.0,4344.0,705.0,3453.0,2019/08/10
2663,120.0,46.0,15.0,59.0,2020/04/14
2665,2074.0,722.0,1352.0,0.0,2019/12/19
2666,2323.0,2323.0,0.0,0.0,2020/06/18
2668,956.0,956.0,0.0,0.0,2021/02/26
2670,2872.0,1540.0,1332.0,0.0,03/10/2016
2671,12083.0,6.0,6649.0,5428.0,2020/06/18
2672,31.0,4.0,0.0,27.0,2018/05/03
2675,46.0,30.0,3.0,13.0,2018/06/01
2676,12107.0,6.0,6661.0,5440.0,2020/06/18
2678,996.0,0.0,996.0,0.0,2020/09/18
2679,4369.0,991.0,910.0,2468.0,2021/09/28
2681,38.0,8.0,10.0,20.0,03/07/2016
2682,547.0,92.0,77.0,378.0,2019/09/19
2686,23.0,15.0,8.0,0.0,2020/04/14
2687,39.0,28.0,11.0,0.0,2020/03/11
2689,432.0,220.0,212.0,0.0,2021/08/06
2692,1558.0,912.0,619.0,27.0,2021/05/13
2693,83.0,57.0,26.0,0.0,2020/11/24
2694,39.0,21.0,18.0,0.0,2018/12/11
2697,5.0,1.0,4.0,0.0,07/28/2014
2702,2.0,1.0,1.0,0.0,08/21/2015
2703,4572.0,982.0,901.0,2689.0,2021/09/28
2704,978.0,685.0,293.0,0.0,2020/03/09
2709,600.0,281.0,319.0,0.0,2019/09/26
2711,108.0,72.0,36.0,0.0,2019/03/25
2712,202.0,71.0,131.0,0.0,04/05/2017
2713,13.0,6.0,7.0,0.0,2019/10/11
2716,946.0,466.0,480.0,0.0,04/29/2014
2718,3743.0,1420.0,2323.0,0.0,03/14/2012
2721,286.0,184.0,102.0,0.0,2020/01/02
2722,20.0,6.0,4.0,10.0,2018/10/02
2725,32.0,0.0,16.0,16.0,09/10/2015
2726,363.0,293.0,70.0,0.0,2021/06/01
2727,6177.0,2731.0,3446.0,0.0,2018/06/14
2728,3.0,3.0,0.0,0.0,2020/09/18
2729,700.0,42.0,8.0,650.0,2021/09/13
2730,14.0,1.0,6.0,7.0,2021/06/09
2731,6443.0,2943.0,3500.0,0.0,04/29/2016
2736,4350.0,946.0,2304.0,1100.0,10/24/2013
2739,964.0,89.0,875.0,0.0,2019/01/10
2740,1366.0,641.0,725.0,0.0,11/07/2014
2742,76.0,1.0,3.0,72.0,2019/06/24
2743,516.0,215.0,300.0,1.0,2020/06/18
2744,889.0,0.0,889.0,0.0,11/16/2011
2745,7.0,7.0,0.0,0.0,2018/02/27
2748,6443.0,2943.0,3500.0,0.0,04/29/2016
2751,221.0,19.0,19.0,183.0,2020/04/06
2760,160.0,35.0,121.0,4.0,2020/06/25
2764,82.0,8.0,8.0,66.0,2019/06/19
2765,1887.0,721.0,1165.0,1.0,2018/04/12
2766,2105.0,856.0,1249.0,0.0,2017/11/22
2770,78.0,19.0,17.0,42.0,2021/04/07
2771,42.0,0.0,42.0,0.0,2018/01/08
2773,12754.0,4864.0,7881.0,9.0,03/22/2017
2774,58.0,0.0,58.0,0.0,2021/06/02
2776,970.0,607.0,363.0,0.0,2019/09/16
2778,5977.0,8.0,8.0,5961.0,2020/06/18
2779,8201.0,4525.0,3478.0,198.0,06/23/2015
2780,422.0,57.0,49.0,316.0,2020/01/06
2789,8.0,4.0,0.0,4.0,2018/06/30
2791,4203.0,1816.0,2387.0,0.0,2020/09/18
2795,81.0,28.0,52.0,1.0,2019/03/18
2796,8.0,6.0,2.0,0.0,2018/10/24
2801,246.0,43.0,39.0,164.0,2017/09/19
2805,17.0,7.0,10.0,0.0,09/11/2014
2806,1266.0,382.0,882.0,2.0,2021/06/09
2809,4036.0,4008.0,16.0,12.0,07/18/2014
2810,722.0,0.0,49.0,673.0,2018/09/17
2811,88.0,88.0,0.0,0.0,01/03/2017
2813,72.0,19.0,17.0,36.0,2020/01/31
2818,70.0,9.0,6.0,55.0,2020/06/30
2822,342.0,85.0,257.0,0.0,2019/03/25
2823,5491.0,6.0,8.0,5477.0,2020/06/18
2824,92.0,36.0,54.0,2.0,2017/11/30
2827,258.0,26.0,232.0,0.0,03/01/2016
2828,6.0,0.0,6.0,0.0,2020/06/18
2830,9323.0,0.0,9323.0,0.0,2017/08/25
2831,13529.0,6119.0,7410.0,0.0,2020/06/18
2832,5598.0,959.0,780.0,3859.0,09/20/2016
2836,3.0,0.0,2.0,1.0,2018/05/15
2838,907.0,887.0,0.0,20.0,2021/08/11
2839,32.0,17.0,15.0,0.0,2018/10/11
2840,83.0,57.0,26.0,0.0,2020/11/24
2842,23.0,19.0,4.0,0.0,11/30/2015
2844,94.0,33.0,61.0,0.0,2018/06/01
2847,215.0,12.0,0.0,203.0,2021/07/06
2848,919.0,919.0,0.0,0.0,2021/03/30
2851,817.0,413.0,404.0,0.0,2017/08/16
2852,65.0,33.0,29.0,3.0,2018/02/12
2854,53.0,0.0,53.0,0.0,06/22/2016
2856,2138.0,1394.0,744.0,0.0,05/16/2017
2862,256.0,2.0,6.0,248.0,01/05/2015
2863,768.0,612.0,84.0,72.0,2019/03/11
2865,1507.0,0.0,1507.0,0.0,11/16/2011
2867,262.0,85.0,177.0,0.0,2019/06/04
2879,784.0,419.0,365.0,0.0,07/26/2017
2881,39.0,29.0,8.0,2.0,2020/01/21
2883,599.0,64.0,61.0,474.0,04/14/2011
2884,2297.0,97.0,644.0,1556.0,2020/05/05
2886,676.0,57.0,0.0,619.0,2019/12/17
2889,640.0,9.0,127.0,504.0,2019/06/14
2892,94.0,42.0,52.0,0.0,03/06/2017
2898,900.0,55.0,44.0,801.0,2021/06/25
2899,1.0,1.0,0.0,0.0,2020/06/09
2906,43.0,9.0,9.0,25.0,2020/10/29
2909,678.0,298.0,380.0,0.0,2020/07/17
2911,387030.0,1678.0,1052.0,384300.0,05/16/2017
2915,1001.0,0.0,1001.0,0.0,04/04/2014
2918,84.0,7.0,9.0,68.0,2019/12/11
2919,1293.0,580.0,710.0,3.0,2021/05/11
2921,100.0,48.0,52.0,0.0,08/31/2015
2925,51.0,3.0,8.0,40.0,11/04/2013
2928,427.0,72.0,8.0,347.0,2020/10/14
2929,13245.0,4949.0,7955.0,341.0,03/22/2017
2930,4069.0,2171.0,1895.0,3.0,05/20/2015
2931,594.0,52.0,246.0,296.0,2020/10/16
2932,299.0,134.0,165.0,0.0,2019/06/14
2935,946.0,801.0,89.0,56.0,06/25/2015
2939,972.0,546.0,426.0,0.0,10/27/2014
2941,88.0,0.0,88.0,0.0,2018/02/08
2942,189.0,101.0,88.0,0.0,2020/08/26
2948,408.0,268.0,72.0,68.0,2018/09/06
2949,851.0,67.0,88.0,696.0,11/05/2014
2950,37.0,4.0,8.0,25.0,2017/09/27
2953,8093.0,4561.0,3507.0,25.0,06/23/2015
2955,12.0,0.0,12.0,0.0,2017/12/12
2956,1323.0,856.0,467.0,0.0,2020/11/30
2957,6.0,4.0,2.0,0.0,2017/10/05
2959,28.0,0.0,14.0,14.0,08/22/2016
2961,7430.0,3927.0,3502.0,1.0,2018/05/07
2964,10.0,0.0,3.0,7.0,2020/09/29
2968,139.0,80.0,59.0,0.0,2017/08/18
2969,5196.0,2788.0,791.0,1617.0,2018/04/05
2970,99622.0,99622.0,0.0,0.0,2017/11/06
2973,300.0,94.0,0.0,206.0,01/15/2016
2974,5527.0,6.0,8.0,5513.0,2020/06/18
2977,931.0,931.0,0.0,0.0,09/19/2016
2979,39.0,6.0,8.0,25.0,2020/12/18
2982,2007.0,855.0,1152.0,0.0,2020/06/18
2983,40.0,17.0,23.0,0.0,2020/09/18
2984,123.0,13.0,4.0,106.0,2021/01/26
2991,157.0,34.0,119.0,4.0,2020/06/25
2992,416.0,235.0,181.0,0.0,2021/06/07
2993,13.0,6.0,7.0,0.0,06/27/2017
2994,66.0,16.0,7.0,43.0,2018/10/16
2996,179.0,42.0,15.0,122.0,03/31/2016
3000,20.0,9.0,1.0,10.0,10/25/2013
3001,7093.0,4037.0,3056.0,0.0,2021/09/29
3002,15207.0,7850.0,7332.0,25.0,2017/12/29
3003,442.0,274.0,166.0,2.0,2020/09/18
3009,6830.0,0.0,6830.0,0.0,10/18/2016
3013,60.0,33.0,27.0,0.0,10/25/2016
3016,57.0,44.0,7.0,6.0,06/01/2015
3017,6443.0,2943.0,3500.0,0.0,04/29/2016
3019,4350.0,946.0,2304.0,1100.0,10/24/2013
3023,136.0,1.0,0.0,135.0,01/07/2016
3025,14.0,0.0,14.0,0.0,08/22/2016
3026,1651.0,973.0,678.0,0.0,2021/05/13
3028,1142.0,523.0,619.0,0.0,2018/02/27
3029,16508.0,6516.0,9185.0,807.0,01/27/2017
3036,17.0,8.0,9.0,0.0,01/02/2013
3039,756.0,627.0,85.0,44.0,2019/03/11
3041,4061.0,919.0,5.0,3137.0,2020/09/18
3042,5196.0,2788.0,791.0,1617.0,2018/04/05
3043,464.0,92.0,372.0,0.0,2019/04/15
3044,6.0,1.0,5.0,0.0,2021/08/20
3046,13.0,13.0,0.0,0.0,08/27/2013
3048,3963.0,1849.0,2114.0,0.0,04/29/2016
3049,30.0,10.0,0.0,20.0,2021/07/19
3052,939.0,0.0,939.0,0.0,2019/09/06
3055,9099.0,5164.0,3924.0,11.0,2021/10/07
3058,45.0,12.0,11.0,22.0,2018/04/16
3061,3.0,0.0,3.0,0.0,2020/10/09
3062,2754.0,0.0,2754.0,0.0,2020/06/18
3063,720.0,392.0,323.0,5.0,2021/07/30
3065,85.0,22.0,12.0,51.0,2017/08/09
3070,29.0,16.0,13.0,0.0,2018/04/16
3074,5498.0,6.0,8.0,5484.0,2020/06/18
3076,7.0,5.0,2.0,0.0,2020/03/19
3077,92.0,0.0,92.0,0.0,2020/03/02
3079,426.0,93.0,85.0,248.0,2021/03/10
3082,92.0,8.0,13.0,71.0,2020/09/18
3086,46.0,8.0,15.0,23.0,2020/07/10
3088,200.0,48.0,52.0,100.0,08/31/2015
3089,931.0,931.0,0.0,0.0,09/19/2016
3090,14.0,6.0,8.0,0.0,2020/06/18
3091,905.0,543.0,362.0,0.0,2019/08/30
3100,108.0,41.0,67.0,0.0,2021/03/30
3102,65.0,47.0,18.0,0.0,2021/06/23
3103,3.0,2.0,1.0,0.0,2020/06/02
3105,4427.0,944.0,2248.0,1235.0,2020/06/29
3106,899.0,91.0,90.0,718.0,2018/08/13
3107,539.0,64.0,80.0,395.0,2021/08/27
3113,932.0,932.0,0.0,0.0,06/29/2015
3114,9.0,4.0,2.0,3.0,2019/06/13
3116,13.0,1.0,4.0,8.0,11/25/2016
3118,876.0,876.0,0.0,0.0,2020/06/18
3119,2535.0,859.0,1676.0,0.0,2019/05/03
3123,68.0,50.0,18.0,0.0,05/12/2017
3124,1691.0,98.0,126.0,1467.0,2019/10/07
3125,13.0,6.0,7.0,0.0,06/27/2017
3127,2757.0,807.0,637.0,1313.0,2021/01/26
3128,986.0,690.0,296.0,0.0,2020/03/09
3129,3813.0,1915.0,1898.0,0.0,2018/04/05
3139,6443.0,2943.0,3500.0,0.0,04/29/2016
3141,6443.0,2943.0,3500.0,0.0,04/29/2016
3143,107.0,63.0,44.0,0.0,2017/08/18
3145,856.0,420.0,436.0,0.0,07/19/2012
3146,900.0,312.0,588.0,0.0,03/29/2017
3147,24.0,11.0,13.0,0.0,2021/02/02
3148,44.0,7.0,14.0,23.0,2017/09/12
3149,395.0,73.0,95.0,227.0,10/27/2014
3150,225.0,4.0,7.0,214.0,2020/04/29
3152,686.0,277.0,409.0,0.0,Wed Nov 26 07:49:58 2008
3155,19.0,19.0,0.0,0.0,2017/08/17
3157,6.0,3.0,3.0,0.0,01/26/2015
3159,1021.0,745.0,276.0,0.0,2018/03/09
3160,57.0,33.0,24.0,0.0,12/27/2012
3161,4117.0,538.0,640.0,2939.0,2018/07/23
3165,4.0,2.0,0.0,2.0,2019/08/09
3166,65.0,12.0,53.0,0.0,04/08/2014
3168,1.0,0.0,1.0,0.0,2020/04/23
3169,859.0,91.0,59.0,709.0,11/25/2013
3171,395.0,359.0,36.0,0.0,2020/12/09
3172,86.0,2.0,1.0,83.0,2019/09/18
3176,143.0,0.0,143.0,0.0,2020/01/16
3177,10.0,6.0,2.0,2.0,2018/10/29
3178,6443.0,2943.0,3500.0,0.0,04/29/2016
3179,919.0,919.0,0.0,0.0,2021/03/30
3180,2.0,0.0,2.0,0.0,2020/09/18
3182,120.0,75.0,45.0,0.0,2020/05/26
3183,128.0,84.0,44.0,0.0,2021/05/20
3184,35.0,3.0,9.0,23.0,2017/12/04
3185,6.0,1.0,4.0,1.0,06/26/2013
3186,14.0,9.0,5.0,0.0,2017/10/03
3187,137.0,17.0,19.0,101.0,2019/08/01
3190,332.0,148.0,184.0,0.0,2019/03/11
3191,883.0,382.0,501.0,0.0,2019/07/29
3197,1482.0,432.0,1050.0,0.0,2018/06/14
3199,25.0,2.0,5.0,18.0,2018/09/19
3201,36.0,7.0,8.0,21.0,2017/11/14
3205,552.0,0.0,122.0,430.0,2019/11/14
3206,175.0,91.0,84.0,0.0,03/31/2017
3212,1880.0,1059.0,821.0,0.0,2021/08/11
3215,4469.0,4469.0,0.0,0.0,04/10/2014
3216,173.0,72.0,101.0,0.0,02/25/2016
3219,6443.0,2943.0,3500.0,0.0,04/29/2016
3221,2.0,0.0,2.0,0.0,2020/04/27
3223,983.0,72.0,628.0,283.0,06/22/2016
3224,8005.0,4063.0,3942.0,0.0,08/20/2015
3225,599.0,290.0,309.0,0.0,2019/07/31
3226,134.0,70.0,64.0,0.0,2020/09/28
3229,42.0,8.0,34.0,0.0,2017/12/04
3230,4.0,0.0,4.0,0.0,2018/05/03
3231,658.0,278.0,380.0,0.0,2019/12/26
3232,6931.0,5551.0,1380.0,0.0,03/19/2015
3236,8005.0,4063.0,3942.0,0.0,08/20/2015
3237,4881.0,49.0,81.0,4751.0,2021/08/24
3239,394.0,138.0,59.0,197.0,08/29/2016
3240,24.0,7.0,17.0,0.0,08/17/2012
3241,817.0,413.0,404.0,0.0,2017/08/16
3243,979.0,685.0,294.0,0.0,2020/03/09
3244,302.0,152.0,150.0,0.0,2019/03/11
3249,2507.0,819.0,767.0,921.0,2021/08/23
3250,6.0,5.0,1.0,0.0,2021/07/14
3251,475.0,315.0,152.0,8.0,2021/07/13
3254,6443.0,2943.0,3500.0,0.0,04/29/2016
3255,902.0,67.0,59.0,776.0,09/15/2011
3256,346.0,158.0,188.0,0.0,2019/11/08
3263,23.0,0.0,23.0,0.0,2021/03/01
3265,678.0,298.0,380.0,0.0,2020/07/17
3266,8.0,8.0,0.0,0.0,2020/11/30
3267,1.0,1.0,0.0,0.0,2020/06/09
3268,1634.0,646.0,831.0,157.0,2021/06/07
3270,3747.0,3747.0,0.0,0.0,2021/03/17
3271,576.0,114.0,148.0,314.0,2020/02/03
3272,8.0,1.0,0.0,7.0,02/18/2016
3274,7.0,7.0,0.0,0.0,2020/01/07
3275,3286.0,1497.0,1789.0,0.0,2018/07/23
3279,2918.0,431.0,813.0,1674.0,2019/10/11
3287,2234.0,964.0,84.0,1186.0,2020/08/06
3288,11688.0,46.0,11243.0,399.0,2021/05/25
3292,385.0,2.0,207.0,176.0,2019/11/22
3293,8891.0,850.0,849.0,7192.0,2019/03/11
3294,676.0,266.0,410.0,0.0,05/01/2017
3297,41.0,28.0,13.0,0.0,2018/05/31
3299,3.0,1.0,2.0,0.0,12/16/2010
3300,260.0,21.0,23.0,216.0,2020/01/10
3304,219.0,69.0,150.0,0.0,2020/12/01
3305,525.0,525.0,0.0,0.0,2019/10/30
3306,4369.0,991.0,910.0,2468.0,2021/09/28
3307,101.0,44.0,57.0,0.0,2018/02/27
3309,66.0,38.0,27.0,1.0,2020/10/21
3312,11.0,6.0,4.0,1.0,2021/06/03
3314,1799.0,0.0,1799.0,0.0,08/27/2012
3315,82.0,5.0,69.0,8.0,2019/05/13
3316,114.0,71.0,43.0,0.0,09/09/2013
3317,499.0,271.0,228.0,0.0,2020/05/13
3322,2343.0,1151.0,1178.0,14.0,2021/06/10
3323,294.0,40.0,66.0,188.0,2021/03/30
3325,342.0,85.0,257.0,0.0,2019/03/25
3326,56.0,0.0,56.0,0.0,2019/12/19
3327,82.0,35.0,47.0,0.0,2018/08/06
3331,106.0,106.0,0.0,0.0,2021/04/28
3334,6443.0,2943.0,3500.0,0.0,04/29/2016
3335,2392.0,0.0,2392.0,0.0,07/24/2017
3337,71.0,6.0,5.0,60.0,2019/06/13
3339,113.0,0.0,4.0,109.0,2019/04/04
3341,128.0,39.0,25.0,64.0,06/09/2016
3349,6443.0,2943.0,3500.0,0.0,04/29/2016
3350,334.0,56.0,92.0,186.0,08/20/2013
3360,2061.0,878.0,1183.0,0.0,2020/06/18
3361,38.0,5.0,15.0,18.0,2017/11/01
3364,46.0,10.0,36.0,0.0,2018/03/30
3366,20.0,0.0,20.0,0.0,2018/10/24
3367,6443.0,2943.0,3500.0,0.0,04/29/2016
3370,423.0,199.0,224.0,0.0,04/17/2017
3374,44.0,20.0,12.0,12.0,03/24/2017
3378,1971.0,1258.0,713.0,0.0,05/16/2017
3379,9170.0,6398.0,2702.0,70.0,2021/09/09
3380,13530.0,6120.0,7410.0,0.0,2020/06/18
3383,5367.0,0.0,5367.0,0.0,09/02/2015
3389,76.0,4.0,10.0,62.0,2019/04/19
3392,8.0,5.0,3.0,0.0,11/08/2012
3394,1395.0,130.0,174.0,1091.0,2020/02/03
3395,9.0,9.0,0.0,0.0,2017/09/27
3400,81474.0,786.0,509.0,80179.0,2019/03/11
3401,12795.0,365.0,221.0,12209.0,05/16/2017
3405,555.0,320.0,235.0,0.0,05/12/2015
3406,1099.0,487.0,612.0,0.0,2020/06/18
3407,78.0,23.0,3.0,52.0,2019/03/28
3410,497.0,74.0,44.0,379.0,2020/05/26
3412,2872.0,1540.0,1332.0,0.0,03/10/2016
3413,924.0,30.0,689.0,205.0,09/28/2012
3415,15.0,7.0,8.0,0.0,11/16/2012
3421,159.0,93.0,66.0,0.0,11/16/2016
3423,88.0,8.0,64.0,16.0,2018/10/29
