"","dbgap_study_id","male","female","total","date_study","repository"
"5699","phs000285.v3.pht001747.v2.p2",586,637,1223,"08/20/2013","dbgap"
"5700","phs000145.v4.pht002999.v1.p2",3078,2838,5916,"04/16/2013","dbgap"
"5701","phs000007.v32.pht002900.v4.p13",1498,1724,3222,"2020/12/21","dbgap"
"5704","phs000973.v1.pht004990.v1.p1",20,9,29,"11/16/2016","dbgap"
"5705","phs000738.v1.pht003835.v1.p1",117,99,216,"05/07/2014","dbgap"
"5706","phs001420.v1.pht009144.v1.p1",437,391,828,"2019/06/06","dbgap"
"5707","phs001003.v2.pht010326.v2.p1",56,89,145,"2021/03/01","dbgap"
"5708","phs000942.v1.pht004834.v1.p1",26,232,258,"03/01/2016","dbgap"
"5709","phs001219.v1.pht007858.v1.p1",236,239,475,"2018/04/23","dbgap"
"5710","phs001331.v2.pht006927.v2.p1",516,344,860,"2019/08/30","dbgap"
"5711","phs000980.v1.pht004962.v1.p1",16,18,34,"11/16/2015","dbgap"
"5712","phs001328.v1.pht006314.v1.p1",54,37,91,"05/17/2017","dbgap"
"5713","phs000674.v1.pht003639.v1.p1",32008,46478,78486,"01/27/2014","dbgap"
"5714","phs000691.v2.pht003651.v2.p1",291,197,488,"03/11/2015","dbgap"
"5715","phs001959.v1.pht009789.v1.p1",2,3,5,"2020/03/05","dbgap"
"5716","phs000171.v1.pht000786.v1.p1",635,1284,1919,"12/11/2009","dbgap"
"5717","phs002001.v1.pht010097.v1.p1",6,9,15,"2021/09/28","dbgap"
"5718","phs000096.v4.pht001423.v4.p1",7546,7514,15060,"11/16/2011","dbgap"
"5720","phs000209.v13.pht002104.v2.p3",3060,3369,6429,"11/05/2014","dbgap"
"5721","phs000994.v1.pht005064.v1.p1",12,7,19,"11/02/2015","dbgap"
"5722","phs000285.v3.pht001822.v2.p2",877,989,1866,"08/20/2013","dbgap"
"5725","phs001876.v1.pht009389.v1.p1",611,405,1016,"2019/08/10","dbgap"
"5726","phs000653.v3.pht003465.v3.p1",1041,1145,2186,"2018/09/11","dbgap"
"5727","phs000086.v3.pht000274.v1.p1",761,680,1441,"11/04/2014","dbgap"
"5728","phs000007.v32.pht000032.v8.p13",1818,1957,3775,"2020/12/21","dbgap"
"5729","phs002020.v1.pht010226.v1.p1",544,458,1002,"2020/05/26","dbgap"
"5730","phs000917.v1.pht004739.v1.p1",5982,1309,7291,"01/05/2016","dbgap"
"5731","phs000086.v3.pht000253.v1.p1",761,680,1441,"11/04/2014","dbgap"
"5732","phs001377.v1.pht006943.v1.p1",321,44,365,"2017/09/22","dbgap"
"5733","phs001248.v1.pht006093.v1.p1",42,52,94,"03/06/2017","dbgap"
"5734","phs000583.v1.pht003294.v1.p1",860,756,1616,"03/21/2014","dbgap"
"5735","phs002323.v1.pht010881.v1.p1",37,34,71,"2021/05/24","dbgap"
"5736","phs001457.v1.pht007052.v1.p1",14,38,52,"2018/04/12","dbgap"
"5737","phs000166.v2.pht000703.v2.p1",522,312,834,"09/03/2009","dbgap"
"5738","phs000726.v1.pht003779.v1.p1",546,426,972,"10/27/2014","dbgap"
"5739","phs000568.v1.pht003112.v1.p1",8,9,17,"01/02/2013","dbgap"
"5740","phs001325.v3.pht006349.v1.p1",178,207,385,"2019/11/22","dbgap"
"5741","phs000402.v1.pht002537.v1.p1",125,78,203,"03/21/2012","dbgap"
"5744","phs001831.v1.pht009168.v1.p1",101,88,189,"2020/08/26","dbgap"
"5745","phs001603.v2.pht009969.v1.p1",54,102,156,"2021/07/16","dbgap"
"5747","phs000285.v3.pht001650.v2.p2",55,61,116,"08/20/2013","dbgap"
"5748","phs001727.v2.pht010102.v1.p1",29,44,73,"2021/08/26","dbgap"
"5750","phs001850.v1.pht009235.v1.p1",37,296,333,"2019/07/03","dbgap"
"5751","phs000285.v3.pht001680.v2.p2",896,1002,1898,"08/20/2013","dbgap"
"5753","phs000086.v3.pht000349.v1.p1",18,31,49,"11/04/2014","dbgap"
"5754","phs001025.v1.pht005083.v1.p1",292,1987,2279,"11/06/2015","dbgap"
"5755","phs001448.v1.pht007030.v1.p1",27,31,58,"2017/10/19","dbgap"
"5756","phs001279.v1.pht007205.v1.p1",10,11,21,"2017/12/08","dbgap"
"5757","phs001213.v2.pht005840.v1.p1",761,282,1043,"2020/02/27","dbgap"
"5758","phs000086.v3.pht000282.v1.p1",761,680,1441,"11/04/2014","dbgap"
"5760","phs000086.v3.pht000669.v2.p1",799,717,1516,"11/04/2014","dbgap"
"5761","phs001310.v1.pht006875.v1.p1",29,25,54,"2017/09/18","dbgap"
"5762","phs000592.v1.pht006579.v1.p1",179,145,324,"07/12/2017","dbgap"
"5763","phs000007.v32.pht000204.v8.p13",1523,1746,3269,"2020/12/21","dbgap"
"5764","phs000285.v3.pht001870.v2.p2",49,41,90,"08/20/2013","dbgap"
"5765","phs001341.v1.pht006244.v1.p1",36,54,90,"2017/11/30","dbgap"
"5766","phs000287.v7.pht001493.v1.p1",2375,3156,5531,"2020/01/23","dbgap"
"5767","phs000286.v6.pht008777.v1.p2",314,598,912,"2019/03/11","dbgap"
"5768","phs000546.v1.pht003143.v1.p1",40,35,75,"07/09/2013","dbgap"
"5769","phs000280.v7.pht006485.v1.p1",6672,7923,14595,"2020/06/18","dbgap"
"5770","phs000291.v2.pht002272.v1.p1",214,123,337,"05/11/2012","dbgap"
"5771","phs000222.v6.pht005789.v2.p2",13,26,39,"2019/08/01","dbgap"
"5772","phs000927.v1.pht004751.v1.p1",71,131,202,"04/05/2017","dbgap"
"5773","phs000590.v1.pht008284.v1.p1",29,36,65,"2018/08/03","dbgap"
"5774","phs000007.v32.pht001178.v10.p13",3517,4146,7663,"2020/12/21","dbgap"
"5775","phs000648.v1.pht004580.v1.p1",4525,3478,8003,"06/23/2015","dbgap"
"5776","phs000285.v3.pht001794.v2.p2",865,971,1836,"08/20/2013","dbgap"
"5778","phs000578.v1.pht007021.v1.p1",1,1,2,"2017/10/11","dbgap"
"5779","phs001803.v1.pht008938.v1.p1",223,696,919,"2019/04/04","dbgap"
"5780","phs000267.v5.pht002303.v2.p2",4901,2979,7880,"03/02/2016","dbgap"
"5781","phs000698.v1.pht007674.v1.p1",18,32,50,"2018/03/23","dbgap"
"5782","phs001881.v1.pht010562.v1.p1",2839,1545,4384,"2020/10/01","dbgap"
"5783","phs000922.v2.pht004926.v2.p1",252,83,335,"2021/05/24","dbgap"
"5784","phs001289.v1.pht007792.v1.p1",16,13,29,"2018/04/16","dbgap"
"5785","phs001382.v1.pht006974.v1.p1",113,354,467,"2017/10/03","dbgap"
"5786","phs001740.v1.pht008621.v1.p1",353,226,579,"2019/08/01","dbgap"
"5787","phs000558.v1.pht006229.v1.p1",91,84,175,"03/31/2017","dbgap"
"5788","phs000397.v3.pht003356.v3.p3",2173,2675,4848,"2020/08/17","dbgap"
"5789","phs001831.v1.pht009169.v1.p1",101,88,189,"2020/08/26","dbgap"
"5791","phs000340.v3.pht002209.v2.p1",73,33,106,"04/10/2014","dbgap"
"5793","phs001765.v1.pht008665.v1.p1",26,13,39,"2019/01/29","dbgap"
"5794","phs000638.v1.pht003568.v1.p1",1341,1146,2487,"11/20/2013","dbgap"
"5795","phs000669.v1.pht003731.v1.p1",34,6855,6889,"10/18/2016","dbgap"
"5796","phs000588.v1.pht009281.v1.p1",13,66,79,"2019/07/26","dbgap"
"5797","phs001917.v1.pht009549.v1.p1",454,370,824,"2019/10/22","dbgap"
"5798","phs000285.v3.pht001852.v2.p2",149,180,329,"08/20/2013","dbgap"
"5799","phs001857.v1.pht010764.v1.p1",676,1352,2028,"2020/12/09","dbgap"
"5800","phs000280.v7.pht004193.v2.p1",6120,7410,13530,"2020/06/18","dbgap"
"5801","phs000128.v3.pht000453.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"5802","phs000333.v1.pht002314.v1.p1",1032,1590,2622,"10/06/2011","dbgap"
"5803","phs000508.v2.pht002811.v1.p1",19,16,35,"04/15/2014","dbgap"
"5804","phs000007.v32.pht003313.v3.p13",991,1184,2175,"2020/12/21","dbgap"
"5805","phs001378.v1.pht006692.v1.p1",4,2,6,"2019/05/02","dbgap"
"5806","phs000729.v1.pht003774.v1.p1",4,5,9,"04/08/2014","dbgap"
"5807","phs000007.v32.pht000906.v7.p13",1111,907,2018,"2020/12/21","dbgap"
"5808","phs000698.v1.pht007677.v1.p1",17,29,46,"2018/03/23","dbgap"
"5809","phs000007.v32.pht007772.v2.p13",1522,1727,3249,"2020/12/21","dbgap"
"5811","phs000333.v1.pht002312.v1.p1",100,111,211,"10/06/2011","dbgap"
"5815","phs001606.v2.pht010090.v1.p1",134,190,324,"2021/07/19","dbgap"
"5816","phs000007.v32.pht000103.v3.p13",495,728,1223,"2020/12/21","dbgap"
"5817","phs001949.v1.pht009706.v1.p1",13495,15325,28820,"2019/12/26","dbgap"
"5818","phs000280.v7.pht004203.v2.p1",5436,6656,12092,"2020/06/18","dbgap"
"5819","phs001836.v1.pht009217.v1.p1",1,3,4,"2019/06/24","dbgap"
"5820","phs002039.v1.pht010272.v1.p1",5,13,18,"2020/06/10","dbgap"
"5822","phs001496.v1.pht007338.v1.p1",114,1,115,"2018/02/15","dbgap"
"5824","phs001107.v1.pht005489.v1.p1",3,3,6,"05/26/2016","dbgap"
"5825","phs000343.v3.pht002723.v1.p1",96,31,127,"03/12/2013","dbgap"
"5828","phs001046.v1.pht005295.v1.p1",44,65,109,"2018/06/01","dbgap"
"5829","phs000896.v1.pht005125.v1.p1",5,7,12,"11/16/2015","dbgap"
"5830","phs001065.v1.pht005436.v1.p1",296,313,609,"05/24/2016","dbgap"
"5831","phs000634.v1.pht003832.v1.p1",801,1519,2320,"06/25/2015","dbgap"
"5832","phs001327.v2.pht011194.v1.p1",2408,2643,5051,"2021/05/07","dbgap"
"5833","phs000280.v7.pht006435.v1.p1",8,11,19,"2020/06/18","dbgap"
"5834","phs000587.v1.pht003520.v1.p1",16,13,29,"04/25/2014","dbgap"
"5835","phs000739.v1.pht003827.v1.p1",5,2,7,"05/02/2014","dbgap"
"5836","phs000280.v7.pht004077.v2.p1",4874,6004,10878,"2020/06/18","dbgap"
"5837","phs001673.v1.pht008511.v1.p1",914,1144,2058,"2019/04/25","dbgap"
"5839","phs000007.v32.pht005389.v4.p13",3590,4224,7814,"2020/12/21","dbgap"
"5840","phs002457.v1.pht011516.v1.p1",1,24,25,"2021/08/30","dbgap"
"5841","phs001065.v1.pht005432.v1.p1",296,313,609,"05/24/2016","dbgap"
"5842","phs001238.v2.pht006657.v1.p1",701,879,1580,"2018/06/14","dbgap"
"5843","phs000285.v3.pht001799.v2.p2",860,964,1824,"08/20/2013","dbgap"
"5844","phs001472.v2.pht007118.v1.p1",1574,891,2465,"2021/07/07","dbgap"
"5846","phs000564.v2.pht003056.v2.p1",142,137,279,"07/09/2015","dbgap"
"5847","phs000171.v1.pht000788.v1.p1",636,1284,1920,"12/11/2009","dbgap"
"5848","phs001545.v2.pht009967.v1.p1",315,152,467,"2021/07/13","dbgap"
"5850","phs000254.v2.pht002227.v2.p1",130,123,253,"10/11/2012","dbgap"
"5851","phs001005.v2.pht005040.v2.p1",3,1,4,"2019/11/01","dbgap"
"5852","phs000103.v1.pht001887.v1.p1",3197,3080,6277,"09/27/2010","dbgap"
"5853","phs002311.v1.pht010931.v1.p1",41,67,108,"2021/03/30","dbgap"
"5854","phs000365.v1.pht002264.v1.p1",3,1,4,"08/11/2011","dbgap"
"5855","phs000761.v1.pht004496.v1.p1",1428,2018,3446,"03/26/2015","dbgap"
"5856","phs001748.v1.pht008575.v1.p1",7,14,21,"2021/02/04","dbgap"
"5858","phs002481.v1.pht011372.v1.p1",82,63,145,"2021/07/13","dbgap"
"5859","phs001919.v1.pht009593.v1.p1",28,11,39,"2020/03/11","dbgap"
"5862","phs001014.v1.pht005114.v1.p1",72,101,173,"02/25/2016","dbgap"
"5863","phs000416.v2.pht002746.v2.p1",1723,1846,3569,"2018/07/06","dbgap"
"5864","phs000327.v1.pht003009.v1.p1",107,85,192,"03/22/2013","dbgap"
"5865","phs000582.v1.pht003241.v1.p1",16,14,30,"05/16/2013","dbgap"
"5866","phs000280.v7.pht006441.v1.p1",1115,1406,2521,"2020/06/18","dbgap"
"5867","phs000775.v1.pht003944.v1.p1",497,362,859,"07/18/2014","dbgap"
"5868","phs001326.v1.pht007829.v1.p1",171,56,227,"2018/04/16","dbgap"
"5869","phs000280.v7.pht006473.v1.p1",1049,1264,2313,"2020/06/18","dbgap"
"5870","phs000286.v6.pht001963.v2.p2",1287,2149,3436,"2019/03/11","dbgap"
"5871","phs001772.v2.pht008636.v2.p1",41,41,82,"2021/07/09","dbgap"
"5872","phs000086.v3.pht000219.v1.p1",470,420,890,"11/04/2014","dbgap"
"5873","phs000001.v3.pht000380.v2.p1",598,508,1106,"02/24/2012","dbgap"
"5874","phs001207.v3.pht005794.v3.p1",376,957,1333,"2021/07/09","dbgap"
"5875","phs001093.v1.pht005613.v1.p1",908,160,1068,"07/06/2016","dbgap"
"5876","phs001416.v2.pht009013.v1.p1",2532,2823,5355,"2019/10/01","dbgap"
"5877","phs000490.v1.pht002962.v1.p1",3928,3501,7429,"2018/05/07","dbgap"
"5879","phs001182.v2.pht005720.v2.p1",8,13,21,"2020/09/18","dbgap"
"5883","phs000007.v32.pht009753.v2.p13",1144,1386,2530,"2020/12/21","dbgap"
"5884","phs000128.v3.pht000479.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"5885","phs000021.v3.pht000287.v1.p2",370,609,979,"10/25/2010","dbgap"
"5886","phs000933.v2.pht004777.v2.p1",169,121,290,"2018/03/09","dbgap"
"5887","phs000314.v1.pht002069.v1.p1",1220,948,2168,"07/17/2012","dbgap"
"5888","phs000203.v1.pht001988.v1.p1",2095,1290,3385,"10/12/2010","dbgap"
"5889","phs000906.v1.pht007148.v1.p1",2766,2936,5702,"2017/12/04","dbgap"
"5890","phs000007.v32.pht000019.v3.p13",802,1227,2029,"2020/12/21","dbgap"
"5891","phs000914.v1.pht005252.v1.p1",1283,1904,3187,"04/20/2016","dbgap"
"5892","phs001817.v1.pht009135.v1.p1",85,177,262,"2019/06/04","dbgap"
"5893","phs000219.v1.pht001071.v1.p1",133,223,356,"01/19/2010","dbgap"
"5894","phs002073.v1.pht010827.v1.p1",18,22,40,"2021/01/07","dbgap"
"5895","phs000606.v1.pht007570.v1.p1",718,255,973,"2018/03/09","dbgap"
"5896","phs000007.v32.pht001182.v8.p13",853,1015,1868,"2020/12/21","dbgap"
"5897","phs001441.v1.pht007114.v1.p1",271,294,565,"2017/11/06","dbgap"
"5898","phs000994.v1.pht005065.v1.p1",12,7,19,"11/02/2015","dbgap"
"5899","phs000956.v5.pht005768.v2.p1",1104,1088,2192,"2021/05/07","dbgap"
"5900","phs000871.v1.pht004569.v1.p1",16,17,33,"05/08/2017","dbgap"
"5901","phs000145.v4.pht000659.v2.p2",3078,2838,5916,"04/16/2013","dbgap"
"5902","phs000007.v32.pht007774.v2.p13",1185,1440,2625,"2020/12/21","dbgap"
"5903","phs001281.v2.pht006137.v2.p1",4,6,10,"2019/02/21","dbgap"
"5904","phs001219.v1.pht007860.v1.p1",236,239,475,"2018/04/23","dbgap"
"5905","phs001327.v2.pht011187.v1.p1",2457,1798,4255,"2021/05/07","dbgap"
"5907","phs000935.v1.pht004817.v1.p1",93,66,159,"11/16/2016","dbgap"
"5909","phs001193.v1.pht005976.v1.p1",901,696,1597,"12/06/2016","dbgap"
"5910","phs001311.v1.pht007928.v1.p1",34,26,60,"2018/05/15","dbgap"
"5911","phs000949.v1.pht005226.v1.p1",1325,1861,3186,"02/08/2016","dbgap"
"5912","phs000007.v32.pht004803.v4.p13",2106,2423,4529,"2020/12/21","dbgap"
"5913","phs000287.v7.pht005981.v1.p1",2375,3156,5531,"2020/01/23","dbgap"
"5914","phs001096.v1.pht005609.v1.p1",519,568,1087,"06/30/2016","dbgap"
"5916","phs000697.v1.pht007699.v1.p1",28,6,34,"2018/03/26","dbgap"
"5918","phs001326.v1.pht007821.v1.p1",169,56,225,"2018/04/16","dbgap"
"5919","phs000007.v32.pht000102.v9.p13",1791,2017,3808,"2020/12/21","dbgap"
"5920","phs002323.v1.pht010879.v1.p1",37,34,71,"2021/05/24","dbgap"
"5921","phs000511.v1.pht002818.v1.p1",37,11,48,"07/09/2012","dbgap"
"5922","phs001862.v1.pht009749.v1.p1",278,380,658,"2019/12/26","dbgap"
"5923","phs000265.v3.pht001274.v3.p1",37,32,69,"10/17/2011","dbgap"
"5926","phs000462.v1.pht002540.v1.p1",676,718,1394,"05/07/2013","dbgap"
"5927","phs000808.v1.pht004466.v1.p1",117,128,245,"02/05/2015","dbgap"
"5929","phs000623.v1.pht003336.v1.p1",47,59,106,"08/16/2013","dbgap"
"5930","phs000145.v4.pht000660.v2.p2",2109,2175,4284,"04/16/2013","dbgap"
"5931","phs000431.v2.pht002482.v2.p1",2333,1282,3615,"02/20/2015","dbgap"
"5932","phs001014.v1.pht005115.v1.p1",72,101,173,"02/25/2016","dbgap"
"5933","phs001091.v1.pht006066.v1.p1",3,2,5,"05/12/2017","dbgap"
"5934","phs000007.v32.pht000612.v8.p13",1664,1952,3616,"2020/12/21","dbgap"
"5935","phs000883.v1.pht004595.v1.p1",1331,723,2054,"01/15/2016","dbgap"
"5937","phs000007.v32.pht000018.v4.p13",898,1338,2236,"2020/12/21","dbgap"
"5938","phs001779.v1.pht010207.v1.p1",34,119,153,"2020/06/25","dbgap"
"5939","phs000378.v1.pht002318.v1.p1",438,813,1251,"04/23/2014","dbgap"
"5940","phs001457.v1.pht007053.v1.p1",14,38,52,"2018/04/12","dbgap"
"5941","phs000365.v1.pht002268.v1.p1",2,1,3,"08/11/2011","dbgap"
"5942","phs001057.v1.pht005300.v1.p1",894,99,993,"02/18/2016","dbgap"
"5943","phs002015.v1.pht010367.v1.p1",162,98,260,"2020/09/18","dbgap"
"5944","phs001879.v1.pht009456.v1.p1",92,77,169,"2019/09/19","dbgap"
"5945","phs001561.v1.pht010997.v1.p1",70,65,135,"2021/03/31","dbgap"
"5946","phs000352.v1.pht002284.v1.p1",21,25,46,"10/28/2011","dbgap"
"5947","phs001555.v1.pht007879.v1.p1",24,21,45,"2018/04/30","dbgap"
"5948","phs000007.v32.pht000087.v8.p13",1519,1750,3269,"2020/12/21","dbgap"
"5949","phs001057.v1.pht005299.v1.p1",894,99,993,"02/18/2016","dbgap"
"5950","phs000357.v2.pht002335.v2.p1",85,748,833,"2018/09/19","dbgap"
"5951","phs001313.v1.pht007975.v1.p1",1,4,5,"2018/05/17","dbgap"
"5952","phs000273.v1.pht001432.v1.p1",16,9,25,"07/08/2011","dbgap"
"5953","phs001677.v1.pht008378.v1.p1",182,911,1093,"2018/09/17","dbgap"
"5954","phs000285.v3.pht001838.v2.p2",876,990,1866,"08/20/2013","dbgap"
"5955","phs000285.v3.pht001676.v2.p2",907,1012,1919,"08/20/2013","dbgap"
"5956","phs001618.v1.pht008225.v1.p1",25,24,49,"2018/07/18","dbgap"
"5957","phs000007.v32.pht005141.v1.p13",61,157,218,"2020/12/21","dbgap"
"5958","phs001288.v1.pht006775.v1.p1",61,38,99,"2017/10/19","dbgap"
"5959","phs000462.v1.pht002844.v1.p1",431,617,1048,"05/07/2013","dbgap"
"5960","phs000698.v1.pht007684.v1.p1",18,32,50,"2018/03/23","dbgap"
"5961","phs001332.v2.pht007445.v2.p1",158,188,346,"2019/11/08","dbgap"
"5962","phs000086.v3.pht000257.v1.p1",55,50,105,"11/04/2014","dbgap"
"5963","phs000888.v1.pht005577.v1.p1",15,10,25,"08/12/2016","dbgap"
"5966","phs001306.v1.pht006188.v1.p1",5394,6280,11674,"06/01/2017","dbgap"
"5967","phs002410.v1.pht011552.v1.p1",500,313,813,"2021/09/14","dbgap"
"5969","phs002252.v1.pht010669.v1.p1",9,4,13,"2021/01/06","dbgap"
"5970","phs000418.v2.pht002616.v1.p1",7,1,8,"04/10/2014","dbgap"
"5971","phs001026.v1.pht005121.v1.p1",68,57,125,"11/16/2015","dbgap"
"5973","phs001201.v2.pht007558.v1.p1",24,29,53,"2019/08/18","dbgap"
"5974","phs000285.v3.pht001682.v2.p2",1,2,3,"08/20/2013","dbgap"
"5975","phs001012.v1.pht005547.v1.p1",1033,1097,2130,"06/22/2016","dbgap"
"5976","phs001596.v1.pht007966.v1.p1",15,22,37,"2018/05/17","dbgap"
"5978","phs000816.v2.pht004342.v2.p1",199,225,424,"04/17/2017","dbgap"
"5979","phs001927.v1.pht011579.v1.p1",1224,1075,2299,"2021/09/24","dbgap"
"5980","phs000007.v32.pht000608.v3.p13",110,39,149,"2020/12/21","dbgap"
"5981","phs001312.v1.pht007199.v1.p1",2045,3143,5188,"2017/12/07","dbgap"
"5983","phs001217.v3.pht007763.v1.p1",981,882,1863,"2021/06/08","dbgap"
"5984","phs000086.v3.pht000220.v1.p1",761,680,1441,"11/04/2014","dbgap"
"5985","phs000701.v1.pht005510.v1.p1",48,43,91,"06/01/2017","dbgap"
"5986","phs000948.v1.pht004848.v1.p1",684,1284,1968,"08/26/2015","dbgap"
"5987","phs001519.v1.pht008435.v1.p1",4,6,10,"2018/10/02","dbgap"
"5988","phs000125.v1.pht000647.v1.p1",1041,904,1945,"Thu Nov 13 11:10:50 2008","dbgap"
"5989","phs001216.v1.pht005785.v1.p1",241,206,447,"09/29/2016","dbgap"
"5990","phs002361.v1.pht011069.v1.p1",1,1,2,"2021/03/18","dbgap"
"5991","phs000007.v32.pht010727.v1.p13",283,233,516,"2020/12/21","dbgap"
"5992","phs000567.v1.pht003081.v1.p1",13,13,26,"12/17/2012","dbgap"
"5993","phs001781.v1.pht008859.v1.p1",72,36,108,"2019/03/25","dbgap"
"5994","phs001549.v1.pht008252.v1.p1",81,70,151,"2018/08/18","dbgap"
"5995","phs001398.v1.pht007143.v1.p1",1734,256,1990,"2018/08/06","dbgap"
"5999","phs002015.v1.pht010392.v1.p1",1812,2387,4199,"2020/09/18","dbgap"
"6000","phs001860.v1.pht009451.v1.p1",86,120,206,"2020/05/15","dbgap"
"6001","phs002001.v1.pht010099.v1.p1",6,9,15,"2021/09/28","dbgap"
"6002","phs001402.v3.pht008238.v2.p1",795,739,1534,"2021/06/16","dbgap"
"6003","phs000092.v1.pht000635.v1.p1",1908,2261,4169,"Wed Nov 19 17:41:20 2008","dbgap"
"6005","phs000998.v2.pht005056.v2.p1",14,20,34,"2020/08/26","dbgap"
"6006","phs000350.v1.pht002200.v1.p1",190,90,280,"03/28/2014","dbgap"
"6009","phs001451.v3.pht007132.v3.p1",6,6,12,"2021/01/26","dbgap"
"6010","phs002457.v1.pht011517.v1.p1",1,24,25,"2021/08/30","dbgap"
"6011","phs000603.v1.pht007544.v1.p1",5,10,15,"2018/03/06","dbgap"
"6012","phs001673.v1.pht008512.v1.p1",914,1144,2058,"2019/04/25","dbgap"
"6013","phs000979.v3.pht005196.v3.p2",607,363,970,"2019/09/16","dbgap"
"6014","phs000666.v1.pht003573.v1.p1",10,17,27,"01/13/2014","dbgap"
"6015","phs001505.v1.pht007318.v1.p1",268,140,408,"2018/09/06","dbgap"
"6017","phs001387.v3.pht008970.v2.p1",1158,1195,2353,"2021/06/10","dbgap"
"6018","phs001358.v1.pht006336.v1.p1",1092,1230,2322,"05/02/2017","dbgap"
"6019","phs000883.v1.pht004596.v1.p1",1331,723,2054,"01/15/2016","dbgap"
"6021","phs000649.v2.pht003759.v2.p2",517,523,1040,"2021/01/08","dbgap"
"6022","phs000209.v13.pht003121.v3.p3",2677,2924,5601,"11/05/2014","dbgap"
"6023","phs001670.v1.pht008879.v1.p1",23,25,48,"2019/03/27","dbgap"
"6026","phs001065.v1.pht005430.v1.p1",296,313,609,"05/24/2016","dbgap"
"6027","phs001053.v1.pht007231.v1.p1",159,227,386,"2017/12/13","dbgap"
"6028","phs001464.v1.pht006971.v1.p1",9,5,14,"2017/10/03","dbgap"
"6029","phs000209.v13.pht003479.v1.p3",3056,3356,6412,"11/05/2014","dbgap"
"6031","phs001741.v1.pht009164.v1.p1",573,332,905,"2020/01/07","dbgap"
"6032","phs001858.v1.pht009374.v1.p1",7956,9127,17083,"2019/10/25","dbgap"
"6034","phs000285.v3.pht001701.v2.p2",947,1065,2012,"08/20/2013","dbgap"
"6035","phs000285.v3.pht001800.v2.p2",860,964,1824,"08/20/2013","dbgap"
"6036","phs000285.v3.pht001666.v2.p2",908,1015,1923,"08/20/2013","dbgap"
"6037","phs001538.v1.pht008098.v1.p1",215,297,512,"2018/06/01","dbgap"
"6038","phs000287.v7.pht001474.v1.p1",2375,3156,5531,"2020/01/23","dbgap"
"6039","phs001366.v1.pht006575.v1.p1",3,9,12,"2017/12/04","dbgap"
"6040","phs001065.v1.pht005410.v1.p1",296,313,609,"05/24/2016","dbgap"
"6042","phs000712.v1.pht003712.v1.p1",340,249,589,"09/25/2015","dbgap"
"6043","phs000584.v1.pht010799.v1.p1",869,1239,2108,"2021/01/27","dbgap"
"6044","phs001501.v1.pht007228.v1.p1",698,378,1076,"2020/08/24","dbgap"
"6045","phs001795.v1.pht008952.v1.p1",27,35,62,"2019/06/24","dbgap"
"6046","phs001495.v2.pht007195.v1.p1",1,4,5,"2019/01/30","dbgap"
"6048","phs000007.v32.pht000305.v8.p13",1895,2161,4056,"2020/12/21","dbgap"
"6049","phs000007.v32.pht010747.v1.p13",40,66,106,"2020/12/21","dbgap"
"6050","phs000280.v7.pht004234.v2.p1",4769,5785,10554,"2020/06/18","dbgap"
"6051","phs000595.v1.pht006636.v1.p1",286,329,615,"07/05/2017","dbgap"
"6052","phs001704.v1.pht008461.v1.p1",16,7,23,"2018/10/16","dbgap"
"6053","phs000280.v7.pht004195.v2.p1",4883,6019,10902,"2020/06/18","dbgap"
"6054","phs001489.v2.pht008585.v2.p2",6057,6807,12864,"2021/03/18","dbgap"
"6057","phs002334.v1.pht010960.v1.p1",11,18,29,"2021/02/12","dbgap"
"6058","phs000697.v1.pht007698.v1.p1",24,5,29,"2018/03/26","dbgap"
"6059","phs001675.v1.pht010222.v1.p1",151,168,319,"2021/02/10","dbgap"
"6060","phs002436.v1.pht011376.v1.p1",7,6,13,"2021/07/07","dbgap"
"6062","phs000666.v1.pht003575.v1.p1",10,17,27,"01/13/2014","dbgap"
"6063","phs000209.v13.pht001985.v1.p3",593,873,1466,"11/05/2014","dbgap"
"6064","phs001332.v2.pht007444.v2.p1",158,188,346,"2019/11/08","dbgap"
"6065","phs000285.v3.pht001761.v2.p2",868,972,1840,"08/20/2013","dbgap"
"6066","phs001266.v2.pht007220.v1.p1",773,593,1366,"2020/03/09","dbgap"
"6067","phs000096.v4.pht001425.v2.p1",9,41,50,"11/16/2011","dbgap"
"6068","phs000603.v1.pht007548.v1.p1",5,10,15,"2018/03/06","dbgap"
"6069","phs000588.v1.pht009301.v1.p1",42,151,193,"2019/07/26","dbgap"
"6070","phs000588.v1.pht009286.v1.p1",1,2,3,"2019/07/26","dbgap"
"6073","phs000007.v32.pht006008.v1.p13",7,33,40,"2020/12/21","dbgap"
"6074","phs001419.v1.pht007194.v1.p1",126,132,258,"2017/12/04","dbgap"
"6075","phs000007.v32.pht000828.v7.p13",1263,1590,2853,"2020/12/21","dbgap"
"6077","phs001600.v2.pht011021.v2.p2",653,618,1271,"2021/07/15","dbgap"
"6078","phs001641.v1.pht010040.v1.p1",556,1269,1825,"2020/03/24","dbgap"
"6079","phs000837.v1.pht004441.v1.p1",3,3,6,"01/26/2015","dbgap"
"6080","phs000219.v1.pht001092.v1.p1",176,272,448,"01/19/2010","dbgap"
"6081","phs001956.v1.pht009786.v1.p1",8,7,15,"2020/01/10","dbgap"
