"ega_stable_id";"male";"female";"unknown";"total";"date_study";"repository"
"EGAS00001002234";"1749";"1779";"4";"3532";"2017-01-17";"EGA"
"EGAS00001002236";"0";"0";"236";"236";"2017-01-18";"EGA"
"EGAS00001002237";"74";"8";"0";"82";"2017-01-19";"EGA"
"EGAS00001002238";"1099";"1495";"530";"3124";"2017-01-19";"EGA"
"EGAS00001002239";"0";"10";"0";"10";"2017-01-20";"EGA"
"EGAS00001002247";"273";"154";"0";"427";"2017-01-30";"EGA"
"EGAS00001002248";"82";"98";"0";"180";"2017-01-30";"EGA"
"EGAS00001002251";"514";"1331";"0";"1845";"2017-01-30";"EGA"
"EGAS00001002253";"18";"0";"0";"18";"2017-01-31";"EGA"
"EGAS00001002255";"83";"127";"0";"210";"2017-01-31";"EGA"
"EGAS00001002256";"30";"8";"20";"58";"2017-02-01";"EGA"
"EGAS00001002257";"0";"0";"48";"48";"2017-02-01";"EGA"
"EGAS00001002259";"51";"44";"2";"97";"2017-02-02";"EGA"
"EGAS00001002261";"306";"289";"48";"643";"2017-02-02";"EGA"
"EGAS00001002262";"0";"0";"25";"25";"2017-02-02";"EGA"
"EGAS00001002265";"4";"0";"0";"4";"2017-02-03";"EGA"
"EGAS00001002270";"0";"0";"36";"36";"2017-02-07";"EGA"
"EGAS00001002271";"0";"60";"0";"60";"2017-02-07";"EGA"
"EGAS00001002272";"2";"0";"0";"2";"2017-02-08";"EGA"
"EGAS00001002273";"1";"6";"0";"7";"2017-02-08";"EGA"
"EGAS00001002274";"0";"4";"1";"5";"2017-02-08";"EGA"
"EGAS00001002275";"0";"0";"9";"9";"2017-02-08";"EGA"
"EGAS00001002278";"0";"0";"34571";"34571";"2017-02-09";"EGA"
"EGAS00001002294";"93";"95";"0";"188";"2017-02-11";"EGA"
"EGAS00001002298";"6";"0";"0";"6";"2017-02-14";"EGA"
"EGAS00001002299";"6";"0";"0";"6";"2017-02-14";"EGA"
"EGAS00001002300";"0";"0";"232";"232";"2017-02-14";"EGA"
"EGAS00001002301";"144";"52";"0";"196";"2017-02-14";"EGA"
"EGAS00001002306";"195";"316";"0";"511";"2017-02-14";"EGA"
"EGAS00001002309";"44";"44";"0";"88";"2017-02-15";"EGA"
"EGAS00001002312";"0";"0";"127";"127";"2017-02-16";"EGA"
"EGAS00001002314";"51";"44";"20";"115";"2017-02-21";"EGA"
"EGAS00001002317";"30";"24";"0";"54";"2017-02-21";"EGA"
"EGAS00001002318";"30";"24";"0";"54";"2017-02-21";"EGA"
"EGAS00001002319";"1";"0";"0";"1";"2017-02-22";"EGA"
"EGAS00001002320";"0";"0";"14";"14";"2017-02-22";"EGA"
"EGAS00001002323";"81";"19";"0";"100";"2017-02-23";"EGA"
"EGAS00001002325";"4";"306";"986";"1296";"2017-02-24";"EGA"
"EGAS00001002326";"0";"3";"0";"3";"2017-02-27";"EGA"
"EGAS00001002328";"0";"0";"215";"215";"2017-02-27";"EGA"
"EGAS00001002329";"9";"0";"0";"9";"2017-02-27";"EGA"
"EGAS00001002331";"0";"0";"402";"402";"2017-03-01";"EGA"
"EGAS00001002333";"2";"2";"0";"4";"2017-03-01";"EGA"
"EGAS00001002335";"0";"0";"1";"1";"2017-03-02";"EGA"
"EGAS00001002337";"7";"0";"0";"7";"2017-03-03";"EGA"
"EGAS00001002338";"25";"0";"0";"25";"2017-03-03";"EGA"
"EGAS00001002343";"0";"20";"0";"20";"2017-03-07";"EGA"
"EGAS00001002344";"0";"0";"9";"9";"2017-03-07";"EGA"
"EGAS00001002346";"132";"82";"52";"266";"2017-03-09";"EGA"
"EGAS00001002347";"18";"24";"142";"184";"2017-03-09";"EGA"
"EGAS00001002352";"0";"0";"239";"239";"2017-03-10";"EGA"
"EGAS00001002364";"0";"0";"26";"26";"2017-03-10";"EGA"
"EGAS00001002366";"12";"9";"119";"140";"2017-03-10";"EGA"
"EGAS00001002372";"95";"163";"771";"1029";"2017-03-13";"EGA"
"EGAS00001002374";"0";"0";"10";"10";"2017-03-14";"EGA"
"EGAS00001002376";"0";"0";"314";"314";"2017-03-15";"EGA"
"EGAS00001002377";"0";"0";"3";"3";"2017-03-15";"EGA"
"EGAS00001002379";"1";"25";"0";"26";"2017-03-15";"EGA"
"EGAS00001002382";"58";"0";"5";"63";"2017-03-16";"EGA"
"EGAS00001002388";"10";"10";"0";"20";"2017-03-21";"EGA"
"EGAS00001002390";"0";"266";"0";"266";"2017-03-21";"EGA"
"EGAS00001002393";"47";"12";"0";"59";"2017-03-22";"EGA"
"EGAS00001002398";"74";"24";"4";"102";"2017-03-27";"EGA"
"EGAS00001002400";"7";"8";"0";"15";"2017-03-27";"EGA"
"EGAS00001002402";"0";"0";"100";"100";"2017-03-28";"EGA"
"EGAS00001002404";"0";"0";"1568";"1568";"2017-03-29";"EGA"
"EGAS00001002405";"14";"7";"0";"21";"2017-03-29";"EGA"
"EGAS00001002406";"0";"0";"2";"2";"2017-03-29";"EGA"
"EGAS00001002408";"38";"8";"6";"52";"2017-03-30";"EGA"
"EGAS00001002410";"111";"72";"0";"183";"2017-04-01";"EGA"
"EGAS00001002413";"1186";"166";"336";"1688";"2017-04-04";"EGA"
"EGAS00001002414";"0";"3";"6";"9";"2017-04-04";"EGA"
"EGAS00001002415";"9";"1";"0";"10";"2017-04-05";"EGA"
"EGAS00001002416";"788";"856";"7";"1651";"2017-04-05";"EGA"
"EGAS00001002418";"1";"8";"0";"9";"2017-04-07";"EGA"
"EGAS00001002419";"5";"19";"0";"24";"2017-04-07";"EGA"
"EGAS00001002420";"28";"8";"0";"36";"2017-04-10";"EGA"
"EGAS00001002421";"0";"0";"28";"28";"2017-04-10";"EGA"
"EGAS00001002422";"10";"9";"1";"20";"2017-04-11";"EGA"
"EGAS00001002424";"12";"4";"0";"16";"2017-04-11";"EGA"
"EGAS00001002425";"152";"26";"0";"178";"2017-04-12";"EGA"
"EGAS00001002428";"0";"0";"96";"96";"2017-04-18";"EGA"
"EGAS00001002430";"5668";"6678";"0";"12346";"2017-04-19";"EGA"
"EGAS00001002431";"103";"77";"1";"181";"2017-04-20";"EGA"
"EGAS00001002432";"0";"0";"15";"15";"2017-04-21";"EGA"
"EGAS00001002433";"0";"0";"10";"10";"2017-04-24";"EGA"
"EGAS00001002436";"0";"16";"0";"16";"2017-04-25";"EGA"
"EGAS00001002437";"51";"86";"0";"137";"2017-04-25";"EGA"
"EGAS00001002438";"36";"38";"0";"74";"2017-04-26";"EGA"
"EGAS00001002439";"44";"10";"0";"54";"2017-04-26";"EGA"
"EGAS00001002440";"0";"1";"0";"1";"2017-04-26";"EGA"
"EGAS00001002441";"0";"2";"0";"2";"2017-04-26";"EGA"
"EGAS00001002443";"11";"8";"2";"21";"2017-05-02";"EGA"
"EGAS00001002444";"0";"0";"28";"28";"2017-05-02";"EGA"
"EGAS00001002445";"0";"12";"0";"12";"2017-05-03";"EGA"
"EGAS00001002449";"0";"22";"10";"32";"2017-05-05";"EGA"
"EGAS00001002450";"2";"0";"0";"2";"2017-05-05";"EGA"
"EGAS00001002453";"233";"101";"0";"334";"2017-05-09";"EGA"
"EGAS00001002454";"186";"76";"0";"262";"2017-05-09";"EGA"
"EGAS00001002457";"202";"115";"0";"317";"2017-05-10";"EGA"
"EGAS00001002460";"399";"417";"0";"816";"2017-05-12";"EGA"
"EGAS00001002461";"2566";"2322";"704";"5592";"2017-05-12";"EGA"
"EGAS00001002462";"66";"52";"0";"118";"2017-05-12";"EGA"
"EGAS00001002463";"2";"0";"0";"2";"2017-05-13";"EGA"
"EGAS00001002471";"827";"298";"480";"1605";"2017-05-16";"EGA"
"EGAS00001002472";"1233";"1268";"5025";"7526";"2017-05-16";"EGA"
"EGAS00001002473";"9";"25";"0";"34";"2017-05-17";"EGA"
"EGAS00001002475";"74";"92";"0";"166";"2017-05-18";"EGA"
"EGAS00001002477";"80";"86";"18";"184";"2017-05-18";"EGA"
"EGAS00001002479";"22";"28";"0";"50";"2017-05-22";"EGA"
"EGAS00001002481";"0";"0";"170";"170";"2017-05-23";"EGA"
"EGAS00001002482";"10337";"12740";"2";"23079";"2017-05-24";"EGA"
"EGAS00001002483";"9";"18";"0";"27";"2017-05-24";"EGA"
"EGAS00001002484";"8";"0";"0";"8";"2017-05-25";"EGA"
"EGAS00001002485";"23";"17";"4";"44";"2017-05-26";"EGA"
"EGAS00001002486";"563";"22";"546";"1131";"2017-05-26";"EGA"
"EGAS00001002487";"0";"0";"59";"59";"2017-05-26";"EGA"
"EGAS00001002489";"23";"5";"0";"28";"2017-05-26";"EGA"
"EGAS00001002490";"0";"0";"12";"12";"2017-05-29";"EGA"
"EGAS00001002493";"9";"9";"0";"18";"2017-06-01";"EGA"
"EGAS00001002494";"70";"50";"8667";"8787";"2017-06-01";"EGA"
"EGAS00001002495";"12";"3";"0";"15";"2017-06-04";"EGA"
"EGAS00001002496";"38";"0";"0";"38";"2017-06-05";"EGA"
"EGAS00001002501";"0";"0";"34";"34";"2017-06-09";"EGA"
"EGAS00001002504";"0";"20";"0";"20";"2017-06-09";"EGA"
"EGAS00001002505";"10";"8";"0";"18";"2017-06-12";"EGA"
"EGAS00001002506";"26";"12";"0";"38";"2017-06-12";"EGA"
"EGAS00001002508";"0";"47";"0";"47";"2017-06-13";"EGA"
"EGAS00001002509";"0";"0";"16";"16";"2017-06-14";"EGA"
"EGAS00001002511";"40";"10";"0";"50";"2017-06-14";"EGA"
"EGAS00001002515";"308";"276";"0";"584";"2017-06-16";"EGA"
"EGAS00001002517";"18";"16";"0";"34";"2017-06-19";"EGA"
"EGAS00001002518";"70";"25";"56";"151";"2017-06-20";"EGA"
"EGAS00001002521";"0";"13";"0";"13";"2017-06-21";"EGA"
"EGAS00001002523";"11";"0";"16";"27";"2017-06-21";"EGA"
"EGAS00001002526";"16";"4";"0";"20";"2017-06-21";"EGA"
"EGAS00001002528";"0";"0";"417";"417";"2017-06-21";"EGA"
"EGAS00001002534";"0";"0";"19";"19";"2017-06-23";"EGA"
"EGAS00001002536";"62";"48";"0";"110";"2017-06-27";"EGA"
"EGAS00001002537";"0";"0";"297";"297";"2017-06-27";"EGA"
"EGAS00001002538";"368";"211";"0";"579";"2017-06-27";"EGA"
"EGAS00001002543";"2414";"2010";"340";"4764";"2017-06-28";"EGA"
"EGAS00001002549";"0";"0";"737";"737";"2017-07-04";"EGA"
"EGAS00001002551";"21";"0";"1";"22";"2017-07-06";"EGA"
"EGAS00001002553";"0";"5";"22";"27";"2017-07-07";"EGA"
"EGAS00001002554";"0";"0";"176";"176";"2017-07-07";"EGA"
"EGAS00001002555";"1685";"1616";"0";"3301";"2017-07-10";"EGA"
"EGAS00001002556";"660";"176";"0";"836";"2017-07-10";"EGA"
"EGAS00001002557";"0";"766";"0";"766";"2017-07-10";"EGA"
"EGAS00001002559";"56";"50";"0";"106";"2017-07-11";"EGA"
"EGAS00001002560";"4";"4";"0";"8";"2017-07-11";"EGA"
"EGAS00001002562";"0";"6";"0";"6";"2017-07-11";"EGA"
"EGAS00001002567";"72";"24";"0";"96";"2017-07-13";"EGA"
"EGAS00001002568";"2";"0";"0";"2";"2017-07-13";"EGA"
"EGAS00001002570";"208";"308";"0";"516";"2017-07-13";"EGA"
"EGAS00001002571";"0";"0";"14";"14";"2017-07-17";"EGA"
"EGAS00001002576";"0";"0";"30";"30";"2017-07-19";"EGA"
"EGAS00001002577";"176";"338";"36";"550";"2017-07-19";"EGA"
"EGAS00001002578";"0";"0";"80";"80";"2017-07-20";"EGA"
"EGAS00001002579";"0";"0";"120";"120";"2017-07-20";"EGA"
"EGAS00001002581";"0";"29";"0";"29";"2017-07-21";"EGA"
"EGAS00001002582";"0";"0";"9";"9";"2017-07-21";"EGA"
"EGAS00001002588";"0";"0";"3";"3";"2017-07-25";"EGA"
"EGAS00001002589";"0";"46";"0";"46";"2017-07-25";"EGA"
"EGAS00001002591";"9";"12";"0";"21";"2017-07-25";"EGA"
"EGAS00001002592";"35";"31";"3";"69";"2017-07-25";"EGA"
"EGAS00001002593";"26";"32";"0";"58";"2017-07-25";"EGA"
"EGAS00001002594";"0";"0";"7";"7";"2017-07-26";"EGA"
"EGAS00001002597";"1345";"1130";"204";"2679";"2017-08-01";"EGA"
"EGAS00001002598";"0";"0";"3001";"3001";"2017-08-01";"EGA"
"EGAS00001002599";"18";"0";"0";"18";"2017-08-02";"EGA"
"EGAS00001002602";"104";"105";"24";"233";"2017-08-02";"EGA"
"EGAS00001002604";"0";"8";"0";"8";"2017-08-03";"EGA"
"EGAS00001002605";"100";"173";"0";"273";"2017-08-03";"EGA"
"EGAS00001002606";"980";"796";"0";"1776";"2017-08-03";"EGA"
"EGAS00001002607";"0";"0";"212";"212";"2017-08-07";"EGA"
"EGAS00001002608";"46";"14";"0";"60";"2017-08-07";"EGA"
"EGAS00001002609";"0";"63";"0";"63";"2017-08-08";"EGA"
"EGAS00001002610";"2";"0";"0";"2";"2017-08-09";"EGA"
"EGAS00001002612";"0";"0";"80";"80";"2017-08-09";"EGA"
"EGAS00001002614";"0";"1";"0";"1";"2017-08-11";"EGA"
"EGAS00001002617";"0";"0";"527";"527";"2017-08-14";"EGA"
"EGAS00001002618";"12";"2";"0";"14";"2017-08-14";"EGA"
"EGAS00001002619";"383";"379";"0";"762";"2017-08-15";"EGA"
"EGAS00001002621";"0";"550";"0";"550";"2017-08-16";"EGA"
"EGAS00001002622";"19";"19";"17";"55";"2017-08-16";"EGA"
"EGAS00001002625";"81";"0";"0";"81";"2017-08-20";"EGA"
"EGAS00001002626";"55";"80";"1";"136";"2017-08-22";"EGA"
"EGAS00001002627";"0";"0";"54";"54";"2017-08-22";"EGA"
"EGAS00001002628";"10";"10";"0";"20";"2017-08-28";"EGA"
"EGAS00001002630";"0";"0";"22";"22";"2017-08-28";"EGA"
"EGAS00001002631";"42";"0";"0";"42";"2017-08-29";"EGA"
"EGAS00001002632";"6";"5";"0";"11";"2017-08-30";"EGA"
"EGAS00001002633";"0";"0";"38";"38";"2017-08-30";"EGA"
"EGAS00001002634";"0";"0";"387";"387";"2017-08-30";"EGA"
"EGAS00001002635";"0";"0";"182";"182";"2017-08-30";"EGA"
"EGAS00001002636";"6";"14";"0";"20";"2017-08-30";"EGA"
"EGAS00001002637";"0";"0";"12";"12";"2017-08-30";"EGA"
"EGAS00001002639";"24";"0";"0";"24";"2017-09-04";"EGA"
"EGAS00001002646";"18";"11";"0";"29";"2017-09-08";"EGA"
"EGAS00001002649";"0";"0";"11";"11";"2017-09-11";"EGA"
"EGAS00001002650";"3";"3";"0";"6";"2017-09-12";"EGA"
"EGAS00001002652";"1";"1";"508";"510";"2017-09-13";"EGA"
"EGAS00001002654";"0";"58";"0";"58";"2017-09-13";"EGA"
"EGAS00001002655";"8";"9";"0";"17";"2017-09-13";"EGA"
"EGAS00001002656";"304";"323";"0";"627";"2017-09-14";"EGA"
"EGAS00001002657";"446";"271";"0";"717";"2017-09-15";"EGA"
"EGAS00001002658";"80";"85";"95";"260";"2017-09-15";"EGA"
"EGAS00001002659";"730";"1010";"176";"1916";"2017-09-15";"EGA"
"EGAS00001002662";"0";"0";"132";"132";"2017-09-18";"EGA"
"EGAS00001002664";"15";"15";"0";"30";"2017-09-19";"EGA"
"EGAS00001002668";"0";"0";"64";"64";"2017-09-22";"EGA"
"EGAS00001002670";"19";"1";"0";"20";"2017-09-26";"EGA"
"EGAS00001002674";"5";"0";"0";"5";"2017-09-28";"EGA"
"EGAS00001002676";"0";"0";"24";"24";"2017-09-28";"EGA"
"EGAS00001002679";"0";"0";"355";"355";"2017-09-29";"EGA"
"EGAS00001002680";"0";"0";"355";"355";"2017-09-29";"EGA"
"EGAS00001002681";"0";"2";"0";"2";"2017-10-02";"EGA"
"EGAS00001002682";"0";"0";"21";"21";"2017-10-03";"EGA"
"EGAS00001002684";"0";"0";"95";"95";"2017-10-04";"EGA"
"EGAS00001002685";"0";"212";"0";"212";"2017-10-05";"EGA"
"EGAS00001002687";"16";"14";"0";"30";"2017-10-06";"EGA"
"EGAS00001002692";"0";"16";"1";"17";"2017-10-06";"EGA"
"EGAS00001002694";"13";"11";"0";"24";"2017-10-06";"EGA"
"EGAS00001002696";"84";"60";"0";"144";"2017-10-10";"EGA"
"EGAS00001002697";"10";"4";"0";"14";"2017-10-11";"EGA"
"EGAS00001002698";"0";"0";"187";"187";"2017-10-11";"EGA"
"EGAS00001002699";"0";"0";"171";"171";"2017-10-12";"EGA"
"EGAS00001002700";"3";"5";"0";"8";"2017-10-13";"EGA"
"EGAS00001002702";"1252";"2667";"0";"3919";"2017-10-23";"EGA"
"EGAS00001002703";"0";"268";"0";"268";"2017-10-23";"EGA"
"EGAS00001002704";"14";"3";"0";"17";"2017-10-23";"EGA"
"EGAS00001002705";"0";"0";"146";"146";"2017-10-25";"EGA"
"EGAS00001002707";"0";"0";"337";"337";"2017-10-27";"EGA"
"EGAS00001002709";"103";"51";"0";"154";"2017-10-28";"EGA"
"EGAS00001002714";"0";"0";"19";"19";"2017-11-02";"EGA"
"EGAS00001002717";"0";"0";"36";"36";"2017-11-03";"EGA"
"EGAS00001002719";"149";"31";"0";"180";"2017-11-06";"EGA"
"EGAS00001002720";"16";"8";"0";"24";"2017-11-06";"EGA"
"EGAS00001002721";"0";"0";"24";"24";"2017-11-06";"EGA"
"EGAS00001002725";"327";"126";"3650";"4103";"2017-11-09";"EGA"
"EGAS00001002726";"16";"12";"8";"36";"2017-11-09";"EGA"
"EGAS00001002727";"0";"0";"44";"44";"2017-11-13";"EGA"
"EGAS00001002728";"8";"2";"0";"10";"2017-11-15";"EGA"
"EGAS00001002729";"3";"0";"0";"3";"2017-11-16";"EGA"
"EGAS00001002730";"24";"12";"0";"36";"2017-11-16";"EGA"
"EGAS00001002733";"6";"9";"0";"15";"2017-11-22";"EGA"
"EGAS00001002736";"8";"5";"0";"13";"2017-11-22";"EGA"
"EGAS00001002737";"0";"125";"0";"125";"2017-11-23";"EGA"
"EGAS00001002738";"439";"476";"0";"915";"2017-11-26";"EGA"
"EGAS00001002740";"106";"50";"15";"171";"2017-11-27";"EGA"
"EGAS00001002742";"484";"719";"371";"1574";"2017-11-28";"EGA"
"EGAS00001002744";"0";"0";"134";"134";"2017-11-29";"EGA"
"EGAS00001002745";"0";"0";"284";"284";"2017-11-30";"EGA"
"EGAS00001002747";"63";"127";"0";"190";"2017-12-01";"EGA"
"EGAS00001002749";"167";"13";"12";"192";"2017-12-04";"EGA"
"EGAS00001002750";"119";"74";"0";"193";"2017-12-04";"EGA"
"EGAS00001002751";"1";"19";"0";"20";"2017-12-04";"EGA"
"EGAS00001002753";"0";"0";"2";"2";"2017-12-04";"EGA"
"EGAS00001002754";"1111";"1259";"177";"2547";"2017-12-07";"EGA"
"EGAS00001002755";"0";"0";"210";"210";"2017-12-14";"EGA"
"EGAS00001002757";"27";"7";"2";"36";"2017-12-14";"EGA"
"EGAS00001002758";"36";"25";"0";"61";"2017-12-14";"EGA"
"EGAS00001002759";"26";"12";"0";"38";"2017-12-15";"EGA"
"EGAS00001002760";"38";"30";"0";"68";"2017-12-15";"EGA"
"EGAS00001002761";"59";"57";"0";"116";"2017-12-15";"EGA"
"EGAS00001002764";"0";"0";"212";"212";"2017-12-16";"EGA"
"EGAS00001002765";"15";"9";"0";"24";"2017-12-18";"EGA"
"EGAS00001002766";"18";"23";"0";"41";"2017-12-18";"EGA"
"EGAS00001002767";"138";"0";"0";"138";"2017-12-18";"EGA"
"EGAS00001002770";"9";"5";"0";"14";"2017-12-18";"EGA"
"EGAS00001002771";"5";"3";"0";"8";"2017-12-19";"EGA"
"EGAS00001002772";"29";"11";"0";"40";"2017-12-20";"EGA"
"EGAS00001002773";"24";"120";"0";"144";"2017-12-20";"EGA"
"EGAS00001002777";"0";"16";"0";"16";"2017-12-21";"EGA"
"EGAS00001002778";"10";"18";"0";"28";"2017-12-21";"EGA"
"EGAS00001002783";"0";"0";"21";"21";"2018-01-01";"EGA"
"EGAS00001002784";"59";"23";"0";"82";"2018-01-02";"EGA"
"EGAS00001002786";"0";"0";"59";"59";"2018-01-04";"EGA"
"EGAS00001002787";"582";"694";"498";"1774";"2018-01-05";"EGA"
"EGAS00001002788";"28";"14";"0";"42";"2018-01-08";"EGA"
"EGAS00001002789";"0";"0";"158";"158";"2018-01-09";"EGA"
"EGAS00001002790";"7";"11";"0";"18";"2018-01-10";"EGA"
"EGAS00001002791";"3381";"7757";"0";"11138";"2018-01-10";"EGA"
"EGAS00001002792";"0";"22";"0";"22";"2018-01-10";"EGA"
"EGAS00001002793";"1102";"612";"0";"1714";"2018-01-10";"EGA"
"EGAS00001002795";"13";"32";"11";"56";"2018-01-11";"EGA"
"EGAS00001002796";"0";"0";"6";"6";"2018-01-11";"EGA"
"EGAS00001002798";"0";"0";"9";"9";"2018-01-15";"EGA"
"EGAS00001002801";"63";"69";"0";"132";"2018-01-16";"EGA"
"EGAS00001002802";"0";"0";"15";"15";"2018-01-16";"EGA"
"EGAS00001002803";"0";"54";"0";"54";"2018-01-18";"EGA"
"EGAS00001002804";"10";"14";"0";"24";"2018-01-19";"EGA"
"EGAS00001002805";"0";"60";"0";"60";"2018-01-19";"EGA"
"EGAS00001002806";"0";"2";"0";"2";"2018-01-19";"EGA"
"EGAS00001002807";"27";"24";"0";"51";"2018-01-19";"EGA"
"EGAS00001002809";"3374";"4795";"0";"8169";"2018-01-23";"EGA"
"EGAS00001002811";"0";"0";"36";"36";"2018-01-23";"EGA"
"EGAS00001002812";"0";"0";"57";"57";"2018-01-23";"EGA"
"EGAS00001002814";"0";"0";"520";"520";"2018-01-24";"EGA"
"EGAS00001002816";"92";"0";"0";"92";"2018-01-25";"EGA"
"EGAS00001002818";"29";"15";"0";"44";"2018-01-26";"EGA"
"EGAS00001002819";"64";"38";"0";"102";"2018-01-26";"EGA"
"EGAS00001002820";"19";"31";"0";"50";"2018-01-27";"EGA"
"EGAS00001002822";"4";"4";"0";"8";"2018-01-29";"EGA"
"EGAS00001002823";"70";"23";"0";"93";"2018-01-29";"EGA"
"EGAS00001002825";"85";"113";"0";"198";"2018-01-29";"EGA"
"EGAS00001002826";"2";"0";"0";"2";"2018-01-31";"EGA"
"EGAS00001002827";"28";"26";"0";"54";"2018-01-31";"EGA"
"EGAS00001002830";"3";"1";"0";"4";"2018-02-05";"EGA"
"EGAS00001002831";"0";"4";"0";"4";"2018-02-06";"EGA"
"EGAS00001002833";"0";"143";"0";"143";"2018-02-06";"EGA"
"EGAS00001002839";"0";"711";"0";"711";"2018-02-07";"EGA"
"EGAS00001002840";"0";"0";"3";"3";"2018-02-08";"EGA"
"EGAS00001002842";"73";"30";"0";"103";"2018-02-08";"EGA"
"EGAS00001002843";"0";"0";"72";"72";"2018-02-09";"EGA"
"EGAS00001002844";"200";"8";"0";"208";"2018-02-09";"EGA"
"EGAS00001002845";"0";"6";"0";"6";"2018-02-12";"EGA"
"EGAS00001002846";"0";"6";"0";"6";"2018-02-12";"EGA"
"EGAS00001002847";"2";"1";"0";"3";"2018-02-13";"EGA"
"EGAS00001002850";"223";"78";"0";"301";"2018-02-16";"EGA"
"EGAS00001002851";"24";"0";"0";"24";"2018-02-16";"EGA"
"EGAS00001002852";"82";"12";"0";"94";"2018-02-16";"EGA"
"EGAS00001002853";"0";"0";"14";"14";"2018-02-16";"EGA"
"EGAS00001002854";"80";"76";"0";"156";"2018-02-16";"EGA"
"EGAS00001002856";"84";"66";"0";"150";"2018-02-16";"EGA"
"EGAS00001002858";"5";"668";"16";"689";"2018-02-16";"EGA"
"EGAS00001002859";"190";"108";"0";"298";"2018-02-16";"EGA"
"EGAS00001002860";"9";"8";"0";"17";"2018-02-19";"EGA"
"EGAS00001002861";"19";"18";"2";"39";"2018-02-20";"EGA"
"EGAS00001002863";"0";"0";"34";"34";"2018-02-20";"EGA"
"EGAS00001002864";"0";"0";"74";"74";"2018-02-20";"EGA"
"EGAS00001002865";"37";"27";"0";"64";"2018-02-21";"EGA"
"EGAS00001002866";"480";"0";"192";"672";"2018-02-21";"EGA"
"EGAS00001002869";"53";"26";"0";"79";"2018-02-21";"EGA"
"EGAS00001002871";"0";"30";"0";"30";"2018-02-22";"EGA"
"EGAS00001002872";"52";"28";"0";"80";"2018-02-23";"EGA"
"EGAS00001002873";"464";"5";"3";"472";"2018-02-23";"EGA"
"EGAS00001002874";"812";"469";"0";"1281";"2018-02-23";"EGA"
"EGAS00001002876";"753";"0";"0";"753";"2018-02-27";"EGA"
"EGAS00001002877";"0";"1";"0";"1";"2018-02-27";"EGA"
"EGAS00001002879";"114";"31";"16";"161";"2018-02-28";"EGA"
"EGAS00001002882";"10";"9";"0";"19";"2018-03-01";"EGA"
"EGAS00001002884";"231";"114";"0";"345";"2018-03-02";"EGA"
"EGAS00001002885";"0";"0";"42";"42";"2018-03-02";"EGA"
"EGAS00001002886";"4";"0";"46";"50";"2018-03-02";"EGA"
"EGAS00001002888";"14";"14";"0";"28";"2018-03-02";"EGA"
"EGAS00001002889";"178";"131";"0";"309";"2018-03-02";"EGA"
"EGAS00001002891";"107";"35";"0";"142";"2018-03-02";"EGA"
"EGAS00001002892";"77";"25";"0";"102";"2018-03-02";"EGA"
"EGAS00001002893";"38";"26";"0";"64";"2018-03-05";"EGA"
"EGAS00001002894";"18";"14";"0";"32";"2018-03-06";"EGA"
"EGAS00001002895";"4";"8";"0";"12";"2018-03-06";"EGA"
"EGAS00001002896";"0";"0";"693";"693";"2018-03-07";"EGA"
"EGAS00001002897";"10";"10";"0";"20";"2018-03-08";"EGA"
"EGAS00001002898";"0";"4";"0";"4";"2018-03-08";"EGA"
"EGAS00001002899";"4";"0";"54";"58";"2018-03-08";"EGA"
"EGAS00001002901";"8";"0";"0";"8";"2018-03-08";"EGA"
"EGAS00001002903";"0";"15";"0";"15";"2018-03-09";"EGA"
"EGAS00001002908";"0";"0";"17";"17";"2018-03-13";"EGA"
"EGAS00001002910";"13";"11";"0";"24";"2018-03-13";"EGA"
"EGAS00001002911";"0";"1";"0";"1";"2018-03-14";"EGA"
"EGAS00001002917";"43";"46";"0";"89";"2018-03-19";"EGA"
"EGAS00001002920";"54";"31";"0";"85";"2018-03-20";"EGA"
"EGAS00001002921";"544";"514";"105";"1163";"2018-03-20";"EGA"
"EGAS00001002922";"0";"0";"1406";"1406";"2018-03-21";"EGA"
"EGAS00001002923";"557";"0";"281";"838";"2018-03-22";"EGA"
"EGAS00001002927";"10";"14";"0";"24";"2018-03-23";"EGA"
"EGAS00001002928";"0";"0";"589";"589";"2018-03-23";"EGA"
"EGAS00001002929";"0";"0";"5";"5";"2018-03-26";"EGA"
"EGAS00001002931";"0";"0";"37";"37";"2018-03-26";"EGA"
"EGAS00001002932";"0";"0";"76";"76";"2018-03-26";"EGA"
"EGAS00001002933";"96";"2208";"0";"2304";"2018-03-27";"EGA"
"EGAS00001002935";"21";"17";"0";"38";"2018-03-27";"EGA"
"EGAS00001002936";"318";"204";"0";"522";"2018-03-27";"EGA"
"EGAS00001002937";"964";"960";"0";"1924";"2018-03-27";"EGA"
"EGAS00001002940";"6";"3";"0";"9";"2018-03-30";"EGA"
"EGAS00001002941";"678";"0";"0";"678";"2018-04-03";"EGA"
"EGAS00001002945";"0";"0";"93";"93";"2018-04-04";"EGA"
"EGAS00001002947";"0";"183";"0";"183";"2018-04-05";"EGA"
"EGAS00001002948";"633";"0";"84";"717";"2018-04-05";"EGA"
"EGAS00001002952";"59";"37";"0";"96";"2018-04-06";"EGA"
"EGAS00001002953";"60";"43";"0";"103";"2018-04-06";"EGA"
"EGAS00001002954";"64";"26";"0";"90";"2018-04-09";"EGA"
"EGAS00001002955";"16";"7";"0";"23";"2018-04-10";"EGA"
